iter,alpha,state,ncraig,ipm_status,mu,mu_next,rho,force_tol,floor_tol,sigma2min,step,tau,kappa,norm_dp,norm_dy,norm_y,hdiag_min,hdiag_max,pstat,cstat,wstat,pbase,prefn,ppass,cbase,crefn,cpass,wbase,wrefn,wpass,pres0,pres1,cres0,cres1,wres0,wres1,r0_p,r0_c,r0_w,craig_p,craig_c,craig_w,chosen
1,1.000000e+00,0,39,CONTINUE,3.092782e+06,4.294580e+07,1.000000e-09,1.000000e-01,3.492580e-10,4.217944e-04,4.073980e-01,,,6.072151e+03,5.388404e+06,2.195225e+06,7.087368e-08,2.052610e+01,REACHED_FORCE,REACHED_FORCE,,22,0,0,17,0,0,,,,1.671790e-07,NaN,1.341771e-03,NaN,,,7.825519e+03,7.383258e+03,,solution good enough for the tolerances given,solution good enough for the tolerances given,,false
1,3.162000e+00,0,39,CONTINUE,3.092782e+06,4.727419e+07,1.000000e-09,1.000000e-01,3.492580e-10,1.265525e-04,4.342977e-01,,,6.085890e+03,5.396935e+06,2.343877e+06,7.087368e-08,2.052610e+01,REACHED_FORCE,REACHED_FORCE,,19,0,0,20,0,0,,,,8.775465e-05,NaN,4.886317e-05,NaN,,,2.626396e+03,6.966391e+03,,solution good enough for the tolerances given,solution good enough for the tolerances given,,false
1,1.000000e+01,0,31,CONTINUE,3.092782e+06,4.727519e+07,1.000000e-09,1.000000e-01,3.492580e-10,1.056150e-04,4.343060e-01,,,6.085630e+03,5.396921e+06,2.343915e+06,7.087368e-08,2.052610e+01,REACHED_FORCE,REACHED_FORCE,,16,0,0,15,0,0,,,,8.817436e-07,NaN,2.599856e-04,NaN,,,1.113018e+03,6.499703e+03,,solution good enough for the tolerances given,solution good enough for the tolerances given,,false
1,3.162000e+01,0,29,CONTINUE,3.092782e+06,4.727526e+07,1.000000e-09,1.000000e-01,3.492580e-10,8.272079e-05,4.343063e-01,,,6.085584e+03,5.396922e+06,2.343917e+06,7.087368e-08,2.052610e+01,REACHED_FORCE,REACHED_FORCE,,15,0,0,14,0,0,,,,1.442273e-07,NaN,6.238047e-05,NaN,,,7.454454e+02,6.000162e+03,,solution good enough for the tolerances given,solution good enough for the tolerances given,,false
1,1.000000e+02,0,28,CONTINUE,3.092782e+06,4.727530e+07,1.000000e-09,1.000000e-01,3.492580e-10,7.197383e-05,4.343066e-01,,,6.085950e+03,5.396922e+06,2.343919e+06,7.087368e-08,2.052610e+01,REACHED_FORCE,REACHED_FORCE,,14,0,0,14,0,0,,,,1.854963e-07,NaN,6.307401e-12,NaN,,,6.200163e+02,5.132937e+03,,solution good enough for the tolerances given,solution good enough for the tolerances given,,false
1,3.162000e+02,0,24,CONTINUE,3.092782e+06,4.727536e+07,1.000000e-09,1.000000e-01,3.492580e-10,4.880638e-05,4.343071e-01,,,6.085942e+03,5.396921e+06,2.343921e+06,7.087368e-08,2.052610e+01,REACHED_FORCE,REACHED_FORCE,,12,0,0,12,0,0,,,,1.967259e-05,NaN,5.074038e-06,NaN,,,4.963301e+02,3.726797e+03,,solution good enough for the tolerances given,solution good enough for the tolerances given,,false
1,1.000000e+03,0,20,CONTINUE,3.092782e+06,4.727451e+07,1.000000e-09,1.000000e-01,3.492580e-10,4.880377e-05,4.343019e-01,,,6.085928e+03,5.396937e+06,2.343900e+06,7.087368e-08,2.052610e+01,REACHED_FORCE,REACHED_FORCE,,10,0,0,10,0,0,,,,1.062741e-05,NaN,3.623626e-06,NaN,,,3.306435e+02,2.201565e+03,,solution good enough for the tolerances given,solution good enough for the tolerances given,,false
1,3.162000e+03,0,15,CONTINUE,3.092782e+06,4.724155e+07,1.000000e-09,1.000000e-01,3.492580e-10,4.880377e-05,4.340857e-01,,,6.085015e+03,5.397554e+06,2.343001e+06,7.087368e-08,2.052610e+01,REACHED_FORCE,REACHED_FORCE,,7,0,0,8,0,0,,,,1.353881e-05,NaN,2.674248e-05,NaN,,,1.758077e+02,1.075338e+03,,solution good enough for the tolerances given,solution good enough for the tolerances given,,false
1,1.000000e+04,0,11,CONTINUE,3.092782e+06,4.725873e+07,1.000000e-09,1.000000e-01,3.492580e-10,4.880377e-05,4.342116e-01,,,6.086091e+03,5.396945e+06,2.343416e+06,7.087368e-08,2.052610e+01,REACHED_FORCE,REACHED_FORCE,,5,0,0,6,0,0,,,,1.315443e-05,NaN,1.688974e-05,NaN,,,8.098110e+01,4.613228e+02,,solution good enough for the tolerances given,solution good enough for the tolerances given,,false
1,3.162000e+04,0,8,CONTINUE,3.092782e+06,4.717559e+07,1.000000e-09,1.000000e-01,3.492580e-10,4.880377e-05,4.336986e-01,,,6.085487e+03,5.396908e+06,2.340631e+06,7.087368e-08,2.052610e+01,REACHED_FORCE,REACHED_FORCE,,4,0,0,4,0,0,,,,6.452643e-06,NaN,3.201148e-05,NaN,,,3.302100e+01,1.774222e+02,,solution good enough for the tolerances given,solution good enough for the tolerances given,,false
