iter,alpha,state,ncraig,ipm_status,mu,mu_next,rho,force_tol,floor_tol,normB,step,ipm_pres,ipm_dres,pbase,prefn,ppass,pstat,cbase,crefn,cpass,cstat,wbase,wrefn,wpass,wstat,pfres,ppres,pdres,cfres,cpres,cdres,wfres,wpres,wdres,chosen
1,1.000000000000000e+00,0,2,CONTINUE,1.000000000000000e+00,1.479293236959303e-01,0.000000000000000e+00,1.000000000000000e-01,4.394535646290641e-14,1.911084018789684e+01,9.270805125220897e-01,7.251809002398945e+00,1.752318993389763e+01,1,0,0,REACHED_FORCE,1,0,0,REACHED_FORCE,,,,,5.561002330669021e-06,5.988487531416453e-07,6.769730886979630e-10,2.859797029704074e-06,2.990174462480510e-07,9.951891533077628e-10,,,,true
1,3.162000000000000e+00,0,2,CONTINUE,1.000000000000000e+00,1.479293236959303e-01,0.000000000000000e+00,1.000000000000000e-01,4.394535646290641e-14,1.911084018789684e+01,9.270805125220897e-01,7.251809002398945e+00,1.752318993389763e+01,1,0,0,REACHED_FORCE,1,0,0,REACHED_FORCE,,,,,5.561002330669021e-06,5.988487531416453e-07,6.769730886979630e-10,2.859797029704074e-06,2.990174462480510e-07,9.951891533077628e-10,,,,false
1,1.000000000000000e+01,0,2,CONTINUE,1.000000000000000e+00,1.479293236959303e-01,0.000000000000000e+00,1.000000000000000e-01,4.394535646290641e-14,1.911084018789684e+01,9.270805125220897e-01,7.251809002398945e+00,1.752318993389763e+01,1,0,0,REACHED_FORCE,1,0,0,REACHED_FORCE,,,,,5.561002330669021e-06,5.988487531416453e-07,6.769730886979630e-10,2.859797029704074e-06,2.990174462480510e-07,9.951891533077628e-10,,,,false
1,3.162000000000000e+01,0,2,CONTINUE,1.000000000000000e+00,1.479293236959303e-01,0.000000000000000e+00,1.000000000000000e-01,4.394535646290641e-14,1.911084018789684e+01,9.270805125220897e-01,7.251809002398945e+00,1.752318993389763e+01,1,0,0,REACHED_FORCE,1,0,0,REACHED_FORCE,,,,,5.561002330669021e-06,5.988487531416453e-07,6.769730886979630e-10,2.859797029704074e-06,2.990174462480510e-07,9.951891533077628e-10,,,,false
1,1.000000000000000e+02,0,2,CONTINUE,1.000000000000000e+00,1.479293236959303e-01,0.000000000000000e+00,1.000000000000000e-01,4.394535646290641e-14,1.911084018789684e+01,9.270805125220897e-01,7.251809002398945e+00,1.752318993389763e+01,1,0,0,REACHED_FORCE,1,0,0,REACHED_FORCE,,,,,5.561002330669021e-06,5.988487531416453e-07,6.769730886979630e-10,2.859797029704074e-06,2.990174462480510e-07,9.951891533077628e-10,,,,false
1,3.162000000000000e+02,0,2,CONTINUE,1.000000000000000e+00,1.479293236959303e-01,0.000000000000000e+00,1.000000000000000e-01,4.394535646290641e-14,1.911084018789684e+01,9.270805125220897e-01,7.251809002398945e+00,1.752318993389763e+01,1,0,0,REACHED_FORCE,1,0,0,REACHED_FORCE,,,,,5.561002330669021e-06,5.988487531416453e-07,6.769730886979630e-10,2.859797029704074e-06,2.990174462480510e-07,9.951891533077628e-10,,,,false
1,1.000000000000000e+03,0,2,CONTINUE,1.000000000000000e+00,1.479293236959303e-01,0.000000000000000e+00,1.000000000000000e-01,4.394535646290641e-14,1.911084018789684e+01,9.270805125220897e-01,7.251809002398945e+00,1.752318993389763e+01,1,0,0,REACHED_FORCE,1,0,0,REACHED_FORCE,,,,,5.561002330669021e-06,5.988487531416453e-07,6.769730886979630e-10,2.859797029704074e-06,2.990174462480510e-07,9.951891533077628e-10,,,,false
1,3.162000000000000e+03,0,2,CONTINUE,1.000000000000000e+00,1.479293236959303e-01,0.000000000000000e+00,1.000000000000000e-01,4.394535646290641e-14,1.911084018789684e+01,9.270805125220897e-01,7.251809002398945e+00,1.752318993389763e+01,1,0,0,REACHED_FORCE,1,0,0,REACHED_FORCE,,,,,5.561002330669021e-06,5.988487531416453e-07,6.769730886979630e-10,2.859797029704074e-06,2.990174462480510e-07,9.951891533077628e-10,,,,false
1,1.000000000000000e+04,0,2,CONTINUE,1.000000000000000e+00,1.479293236959303e-01,0.000000000000000e+00,1.000000000000000e-01,4.394535646290641e-14,1.911084018789684e+01,9.270805125220897e-01,7.251809002398945e+00,1.752318993389763e+01,1,0,0,REACHED_FORCE,1,0,0,REACHED_FORCE,,,,,5.561002330669021e-06,5.988487531416453e-07,6.769730886979630e-10,2.859797029704074e-06,2.990174462480510e-07,9.951891533077628e-10,,,,false
1,3.162000000000000e+04,0,2,CONTINUE,1.000000000000000e+00,1.479293236959303e-01,0.000000000000000e+00,1.000000000000000e-01,4.394535646290641e-14,1.911084018789684e+01,9.270805125220897e-01,7.251809002398945e+00,1.752318993389763e+01,1,0,0,REACHED_FORCE,1,0,0,REACHED_FORCE,,,,,5.561002330669021e-06,5.988487531416453e-07,6.769730886979630e-10,2.859797029704074e-06,2.990174462480510e-07,9.951891533077628e-10,,,,false
