iter,alpha,state,ncraig,ipm_status,mu,rho,force_tol,floor_tol,sigma2min,pstat,cstat,wstat,pbase,prefn,cbase,crefn,wbase,wrefn,pres0,pres1,cres0,cres1,wres0,wres1,chosen
1,1.000000e+00,0,6,CONTINUE,1.000000e+00,1.000000e-09,1.000000e-01,3.787309e-14,1.057577e+00,REACHED_FORCE,REACHED_FORCE,REACHED_FORCE,2,0,2,0,2,0,4.163406e-03,NaN,4.594108e-03,NaN,2.973451e-03,NaN,false
1,3.162000e+00,0,6,CONTINUE,1.000000e+00,1.000000e-09,1.000000e-01,3.787309e-14,1.057437e+00,REACHED_FORCE,REACHED_FORCE,REACHED_FORCE,2,0,2,0,2,0,8.524597e-04,NaN,9.331057e-04,NaN,6.088210e-04,NaN,false
1,1.000000e+01,0,4,CONTINUE,1.000000e+00,1.000000e-09,1.000000e-01,3.787309e-14,1.057362e+00,REACHED_FORCE,REACHED_FORCE,REACHED_FORCE,1,0,2,0,1,0,1.171033e-02,NaN,3.726918e-03,NaN,8.356689e-03,NaN,false
1,3.162000e+01,0,3,CONTINUE,1.000000e+00,1.000000e-09,1.000000e-01,3.787309e-14,1.057333e+00,REACHED_FORCE,REACHED_FORCE,REACHED_FORCE,1,0,1,0,1,0,3.922884e-03,NaN,4.709485e-03,NaN,2.800933e-03,NaN,true
1,1.000000e+02,0,3,CONTINUE,1.000000e+00,1.000000e-09,1.000000e-01,3.787309e-14,1.057324e+00,REACHED_FORCE,REACHED_FORCE,REACHED_FORCE,1,0,1,0,1,0,1.264100e-03,NaN,1.522870e-03,NaN,9.027325e-04,NaN,false
1,3.162000e+02,0,3,CONTINUE,1.000000e+00,1.000000e-09,1.000000e-01,3.787309e-14,1.057320e+00,REACHED_FORCE,REACHED_FORCE,REACHED_FORCE,1,0,1,0,1,0,4.022065e-04,NaN,4.850874e-04,NaN,2.872453e-04,NaN,false
1,1.000000e+03,0,3,CONTINUE,1.000000e+00,1.000000e-09,1.000000e-01,3.787309e-14,1.057319e+00,REACHED_FORCE,REACHED_FORCE,REACHED_FORCE,1,0,1,0,1,0,1.274224e-04,NaN,1.537350e-04,NaN,9.100352e-05,NaN,false
1,3.162000e+03,0,3,CONTINUE,1.000000e+00,1.000000e-09,1.000000e-01,3.787309e-14,1.057319e+00,REACHED_FORCE,REACHED_FORCE,REACHED_FORCE,1,0,1,0,1,0,4.032258e-05,NaN,4.865468e-05,NaN,2.879807e-05,NaN,false
1,1.000000e+04,0,3,CONTINUE,1.000000e+00,1.000000e-09,1.000000e-01,3.787309e-14,1.057319e+00,REACHED_FORCE,REACHED_FORCE,REACHED_FORCE,1,0,1,0,1,0,1.275246e-05,NaN,1.538813e-05,NaN,9.107720e-06,NaN,false
1,3.162000e+04,0,3,CONTINUE,1.000000e+00,1.000000e-09,1.000000e-01,3.787309e-14,1.057323e+00,REACHED_FORCE,REACHED_FORCE,REACHED_FORCE,1,0,1,0,1,0,4.033281e-06,NaN,4.866932e-06,NaN,2.880544e-06,NaN,false
1,1.000000e+05,0,3,CONTINUE,1.000000e+00,1.000000e-09,1.000000e-01,3.787309e-14,1.057369e+00,REACHED_FORCE,REACHED_FORCE,REACHED_FORCE,1,0,1,0,1,0,1.275348e-06,NaN,1.538959e-06,NaN,9.108458e-07,NaN,false
1,3.162000e+05,0,3,CONTINUE,1.000000e+00,1.000000e-09,1.000000e-01,3.787309e-14,1.057533e+00,REACHED_FORCE,REACHED_FORCE,REACHED_FORCE,1,0,1,0,1,0,4.033383e-07,NaN,4.867078e-07,NaN,2.880618e-07,NaN,false
1,1.000000e+06,0,3,CONTINUE,1.000000e+00,1.000000e-09,1.000000e-01,3.787309e-14,1.057653e+00,REACHED_FORCE,REACHED_FORCE,REACHED_FORCE,1,0,1,0,1,0,1.275358e-07,NaN,1.538974e-07,NaN,9.108531e-08,NaN,false
1,3.162000e+06,0,3,CONTINUE,1.000000e+00,1.000000e-09,1.000000e-01,3.787309e-14,1.057738e+00,REACHED_FORCE,REACHED_FORCE,REACHED_FORCE,1,0,1,0,1,0,4.033393e-08,NaN,4.867093e-08,NaN,2.880625e-08,NaN,false
1,1.000000e+07,0,3,CONTINUE,1.000000e+00,1.000000e-09,1.000000e-01,3.787309e-14,1.057854e+00,REACHED_FORCE,REACHED_FORCE,REACHED_FORCE,1,0,1,0,1,0,1.275359e-08,NaN,1.538975e-08,NaN,9.108539e-09,NaN,false
1,3.162000e+07,0,3,CONTINUE,1.000000e+00,1.000000e-09,1.000000e-01,3.787309e-14,1.058116e+00,REACHED_FORCE,REACHED_FORCE,REACHED_FORCE,1,0,1,0,1,0,1.568047e-08,NaN,1.292804e-08,NaN,1.119890e-08,NaN,false
1,1.000000e+08,0,3,CONTINUE,1.000000e+00,1.000000e-09,1.000000e-01,3.787309e-14,1.058201e+00,REACHED_FORCE,REACHED_FORCE,REACHED_FORCE,1,0,1,0,1,0,2.362461e-08,NaN,2.099713e-08,NaN,1.687255e-08,NaN,false
1,3.162000e+08,0,3,CONTINUE,1.000000e+00,1.000000e-09,1.000000e-01,3.787309e-14,1.057948e+00,REACHED_FORCE,REACHED_FORCE,REACHED_FORCE,1,0,1,0,1,0,7.381464e-08,NaN,1.034955e-07,NaN,5.271797e-08,NaN,false
