iter,alpha,state,ncraig,ipm_status,mu,mu_next,rho,force_tol,floor_tol,normB,step,ipm_pres,ipm_dres,pbase,prefn,ppass,pstat,cbase,crefn,cpass,cstat,wbase,wrefn,wpass,wstat,pfres,ppres,pdres,cfres,cpres,cdres,wfres,wpres,wdres,chosen
1,1.000000000000000e+00,0,2,CONTINUE,4.254884477354012e+01,4.547622183285602e-01,0.000000000000000e+00,1.000000000000000e-01,1.214865496232212e-11,7.545712679524486e+01,9.900000000000000e-01,1.411337186069097e+00,7.369778458660936e-01,1,0,0,REACHED_FORCE,1,0,0,REACHED_FORCE,,,,,1.439536664503204e-03,1.362208109187661e-07,6.040829673124618e-11,1.675324948783566e-06,1.585330422327564e-10,6.455211348277762e-11,,,,true
1,3.162000000000000e+00,0,2,CONTINUE,4.254884477354012e+01,4.547622183285602e-01,0.000000000000000e+00,1.000000000000000e-01,1.214865496232212e-11,7.545712679524486e+01,9.900000000000000e-01,1.411337186069097e+00,7.369778458660936e-01,1,0,0,REACHED_FORCE,1,0,0,REACHED_FORCE,,,,,1.439536664503204e-03,1.362208109187661e-07,6.040829673124618e-11,1.675324948783566e-06,1.585330422327564e-10,6.455211348277762e-11,,,,false
1,1.000000000000000e+01,0,2,CONTINUE,4.254884477354012e+01,4.547622183285602e-01,0.000000000000000e+00,1.000000000000000e-01,1.214865496232212e-11,7.545712679524486e+01,9.900000000000000e-01,1.411337186069097e+00,7.369778458660936e-01,1,0,0,REACHED_FORCE,1,0,0,REACHED_FORCE,,,,,1.439536664503204e-03,1.362208109187661e-07,6.040829673124618e-11,1.675324948783566e-06,1.585330422327564e-10,6.455211348277762e-11,,,,false
1,3.162000000000000e+01,0,2,CONTINUE,4.254884477354012e+01,4.547622183285602e-01,0.000000000000000e+00,1.000000000000000e-01,1.214865496232212e-11,7.545712679524486e+01,9.900000000000000e-01,1.411337186069097e+00,7.369778458660936e-01,1,0,0,REACHED_FORCE,1,0,0,REACHED_FORCE,,,,,1.439536664503204e-03,1.362208109187661e-07,6.040829673124618e-11,1.675324948783566e-06,1.585330422327564e-10,6.455211348277762e-11,,,,false
1,1.000000000000000e+02,0,2,CONTINUE,4.254884477354012e+01,4.547622183285602e-01,0.000000000000000e+00,1.000000000000000e-01,1.214865496232212e-11,7.545712679524486e+01,9.900000000000000e-01,1.411337186069097e+00,7.369778458660936e-01,1,0,0,REACHED_FORCE,1,0,0,REACHED_FORCE,,,,,1.439536664503204e-03,1.362208109187661e-07,6.040829673124618e-11,1.675324948783566e-06,1.585330422327564e-10,6.455211348277762e-11,,,,false
1,3.162000000000000e+02,0,2,CONTINUE,4.254884477354012e+01,4.547622183285602e-01,0.000000000000000e+00,1.000000000000000e-01,1.214865496232212e-11,7.545712679524486e+01,9.900000000000000e-01,1.411337186069097e+00,7.369778458660936e-01,1,0,0,REACHED_FORCE,1,0,0,REACHED_FORCE,,,,,1.439536664503204e-03,1.362208109187661e-07,6.040829673124618e-11,1.675324948783566e-06,1.585330422327564e-10,6.455211348277762e-11,,,,false
1,1.000000000000000e+03,0,2,CONTINUE,4.254884477354012e+01,4.547622183285602e-01,0.000000000000000e+00,1.000000000000000e-01,1.214865496232212e-11,7.545712679524486e+01,9.900000000000000e-01,1.411337186069097e+00,7.369778458660936e-01,1,0,0,REACHED_FORCE,1,0,0,REACHED_FORCE,,,,,1.439536664503204e-03,1.362208109187661e-07,6.040829673124618e-11,1.675324948783566e-06,1.585330422327564e-10,6.455211348277762e-11,,,,false
1,3.162000000000000e+03,0,2,CONTINUE,4.254884477354012e+01,4.547622183285602e-01,0.000000000000000e+00,1.000000000000000e-01,1.214865496232212e-11,7.545712679524486e+01,9.900000000000000e-01,1.411337186069097e+00,7.369778458660936e-01,1,0,0,REACHED_FORCE,1,0,0,REACHED_FORCE,,,,,1.439536664503204e-03,1.362208109187661e-07,6.040829673124618e-11,1.675324948783566e-06,1.585330422327564e-10,6.455211348277762e-11,,,,false
1,1.000000000000000e+04,0,2,CONTINUE,4.254884477354012e+01,4.547622183285602e-01,0.000000000000000e+00,1.000000000000000e-01,1.214865496232212e-11,7.545712679524486e+01,9.900000000000000e-01,1.411337186069097e+00,7.369778458660936e-01,1,0,0,REACHED_FORCE,1,0,0,REACHED_FORCE,,,,,1.439536664503204e-03,1.362208109187661e-07,6.040829673124618e-11,1.675324948783566e-06,1.585330422327564e-10,6.455211348277762e-11,,,,false
1,3.162000000000000e+04,0,2,CONTINUE,4.254884477354012e+01,4.547622183285602e-01,0.000000000000000e+00,1.000000000000000e-01,1.214865496232212e-11,7.545712679524486e+01,9.900000000000000e-01,1.411337186069097e+00,7.369778458660936e-01,1,0,0,REACHED_FORCE,1,0,0,REACHED_FORCE,,,,,1.439536664503204e-03,1.362208109187661e-07,6.040829673124618e-11,1.675324948783566e-06,1.585330422327564e-10,6.455211348277762e-11,,,,false
1,1.000000000000000e+05,0,2,CONTINUE,4.254884477354012e+01,4.547622183285602e-01,0.000000000000000e+00,1.000000000000000e-01,1.214865496232212e-11,7.545712679524486e+01,9.900000000000000e-01,1.411337186069097e+00,7.369778458660936e-01,1,0,0,REACHED_FORCE,1,0,0,REACHED_FORCE,,,,,1.439536664503204e-03,1.362208109187661e-07,6.040829673124618e-11,1.675324948783566e-06,1.585330422327564e-10,6.455211348277762e-11,,,,false
1,3.162000000000000e+05,0,2,CONTINUE,4.254884477354012e+01,4.547622183285602e-01,0.000000000000000e+00,1.000000000000000e-01,1.214865496232212e-11,7.545712679524486e+01,9.900000000000000e-01,1.411337186069097e+00,7.369778458660936e-01,1,0,0,REACHED_FORCE,1,0,0,REACHED_FORCE,,,,,1.439536664503204e-03,1.362208109187661e-07,6.040829673124618e-11,1.675324948783566e-06,1.585330422327564e-10,6.455211348277762e-11,,,,false
1,1.000000000000000e+06,0,2,CONTINUE,4.254884477354012e+01,4.547622183285602e-01,0.000000000000000e+00,1.000000000000000e-01,1.214865496232212e-11,7.545712679524486e+01,9.900000000000000e-01,1.411337186069097e+00,7.369778458660936e-01,1,0,0,REACHED_FORCE,1,0,0,REACHED_FORCE,,,,,1.439536664503204e-03,1.362208109187661e-07,6.040829673124618e-11,1.675324948783566e-06,1.585330422327564e-10,6.455211348277762e-11,,,,false
1,3.162000000000000e+06,0,2,CONTINUE,4.254884477354012e+01,4.547622183285602e-01,0.000000000000000e+00,1.000000000000000e-01,1.214865496232212e-11,7.545712679524486e+01,9.900000000000000e-01,1.411337186069097e+00,7.369778458660936e-01,1,0,0,REACHED_FORCE,1,0,0,REACHED_FORCE,,,,,1.439536664503204e-03,1.362208109187661e-07,6.040829673124618e-11,1.675324948783566e-06,1.585330422327564e-10,6.455211348277762e-11,,,,false
1,1.000000000000000e+07,0,2,CONTINUE,4.254884477354012e+01,4.547622183285602e-01,0.000000000000000e+00,1.000000000000000e-01,1.214865496232212e-11,7.545712679524486e+01,9.900000000000000e-01,1.411337186069097e+00,7.369778458660936e-01,1,0,0,REACHED_FORCE,1,0,0,REACHED_FORCE,,,,,1.439536664503204e-03,1.362208109187661e-07,6.040829673124618e-11,1.675324948783566e-06,1.585330422327564e-10,6.455211348277762e-11,,,,false
1,3.162000000000000e+07,0,2,CONTINUE,4.254884477354012e+01,4.547622183285602e-01,0.000000000000000e+00,1.000000000000000e-01,1.214865496232212e-11,7.545712679524486e+01,9.900000000000000e-01,1.411337186069097e+00,7.369778458660936e-01,1,0,0,REACHED_FORCE,1,0,0,REACHED_FORCE,,,,,1.439536664503204e-03,1.362208109187661e-07,6.040829673124618e-11,1.675324948783566e-06,1.585330422327564e-10,6.455211348277762e-11,,,,false
1,1.000000000000000e+08,0,2,CONTINUE,4.254884477354012e+01,4.547622183285602e-01,0.000000000000000e+00,1.000000000000000e-01,1.214865496232212e-11,7.545712679524486e+01,9.900000000000000e-01,1.411337186069097e+00,7.369778458660936e-01,1,0,0,REACHED_FORCE,1,0,0,REACHED_FORCE,,,,,1.439536664503204e-03,1.362208109187661e-07,6.040829673124618e-11,1.675324948783566e-06,1.585330422327564e-10,6.455211348277762e-11,,,,false
1,3.162000000000000e+08,0,2,CONTINUE,4.254884477354012e+01,4.547622183285602e-01,0.000000000000000e+00,1.000000000000000e-01,1.214865496232212e-11,7.545712679524486e+01,9.900000000000000e-01,1.411337186069097e+00,7.369778458660936e-01,1,0,0,REACHED_FORCE,1,0,0,REACHED_FORCE,,,,,1.439536664503204e-03,1.362208109187661e-07,6.040829673124618e-11,1.675324948783566e-06,1.585330422327564e-10,6.455211348277762e-11,,,,false
1,1.000000000000000e+09,0,2,CONTINUE,4.254884477354012e+01,4.547622183285602e-01,0.000000000000000e+00,1.000000000000000e-01,1.214865496232212e-11,7.545712679524486e+01,9.900000000000000e-01,1.411337186069097e+00,7.369778458660936e-01,1,0,0,REACHED_FORCE,1,0,0,REACHED_FORCE,,,,,1.439536664503204e-03,1.362208109187661e-07,6.040829673124618e-11,1.675324948783566e-06,1.585330422327564e-10,6.455211348277762e-11,,,,false
1,3.162000000000000e+09,0,2,CONTINUE,4.254884477354012e+01,4.547622183285602e-01,0.000000000000000e+00,1.000000000000000e-01,1.214865496232212e-11,7.545712679524486e+01,9.900000000000000e-01,1.411337186069097e+00,7.369778458660936e-01,1,0,0,REACHED_FORCE,1,0,0,REACHED_FORCE,,,,,1.439536664503204e-03,1.362208109187661e-07,6.040829673124618e-11,1.675324948783566e-06,1.585330422327564e-10,6.455211348277762e-11,,,,false
1,1.000000000000000e+10,0,2,CONTINUE,4.254884477354012e+01,4.547622183285602e-01,0.000000000000000e+00,1.000000000000000e-01,1.214865496232212e-11,7.545712679524486e+01,9.900000000000000e-01,1.411337186069097e+00,7.369778458660936e-01,1,0,0,REACHED_FORCE,1,0,0,REACHED_FORCE,,,,,1.439536664503204e-03,1.362208109187661e-07,6.040829673124618e-11,1.675324948783566e-06,1.585330422327564e-10,6.455211348277762e-11,,,,false
