iter,alpha,alpha_ctrl,state,ncraig,ipm_status,mu,mu_next,rho,force_tol,floor_tol,normB,step,ipm_pres,ipm_dres,pbase,prefn,ppass,pstat,cbase,crefn,cpass,cstat,wbase,wrefn,wpass,wstat,pfres,ppres,pdres,cfres,cpres,cdres,wfres,wpres,wdres,chosen
1,1.000000000000000e+00,6.047205412831992e+05,0,7,CONTINUE,9.999999999999999e-01,1.227989806422870e-01,0.000000000000000e+00,1.000000000000000e-01,4.784396297761732e-14,1.593737745050923e+01,8.811516519344827e-01,2.388027920198440e+00,1.058491300907336e+00,4,0,0,REACHED,2,0,0,REACHED,1,0,0,REACHED,3.620217332230371e+00,4.503603580900514e-02,8.941910583345066e-16,8.532808440873143e-01,3.078898391349356e-02,3.517821301315684e-15,1.005109201172620e+00,1.005109201172620e+00,NaN,false
1,3.162000000000000e+00,6.047205412831992e+05,0,7,CONTINUE,9.999999999999999e-01,1.275995204794984e-01,0.000000000000000e+00,1.000000000000000e-01,4.784396297761732e-14,1.593737745050923e+01,8.772577223850945e-01,2.388027920198440e+00,1.058491300907336e+00,2,0,0,REACHED,4,0,0,REACHED,1,0,0,REACHED,1.739590470711589e+00,2.342616772958850e-01,9.441332718588924e-16,3.903029835660487e-01,5.488670139989111e-03,2.409251766667580e-15,4.827690727293782e-01,4.827690727293782e-01,NaN,false
1,1.000000000000000e+01,6.047205412831992e+05,0,4,CONTINUE,9.999999999999999e-01,1.219957235707307e-01,0.000000000000000e+00,1.000000000000000e-01,4.784396297761732e-14,1.593737745050923e+01,8.774306584280573e-01,2.388027920198440e+00,1.058491300907336e+00,2,0,0,REACHED,1,0,0,REACHED,1,0,0,REACHED,6.581922532736316e-01,8.788158737407166e-02,5.728736257964422e-15,1.525692026710821e-01,2.788949721756241e-01,1.072885001498615e-14,1.826423594970934e-01,1.826423594970934e-01,NaN,false
1,3.162000000000000e+01,6.047205412831992e+05,0,3,CONTINUE,9.999999999999999e-01,1.227382663819040e-01,0.000000000000000e+00,1.000000000000000e-01,4.784396297761732e-14,1.593737745050923e+01,8.791091740880043e-01,2.388027920198440e+00,1.058491300907336e+00,1,0,0,REACHED,1,0,0,REACHED,1,0,0,REACHED,2.219528548167921e-01,1.930610549285553e-01,8.421722496217404e-15,4.747286112057768e-02,8.895944549285043e-02,2.749619814241173e-14,6.158860588824017e-02,6.158860588824017e-02,NaN,true
1,1.000000000000000e+02,6.047205412831992e+05,0,3,CONTINUE,9.999999999999999e-01,1.237998295260545e-01,0.000000000000000e+00,1.000000000000000e-01,4.784396297761732e-14,1.593737745050923e+01,8.794615529032068e-01,2.388027920198440e+00,1.058491300907336e+00,1,0,0,REACHED,1,0,0,REACHED,1,0,0,REACHED,7.168414965816051e-02,6.227867974943187e-02,6.497596603396261e-14,1.641317483903553e-02,2.989309684070129e-02,1.103177271740776e-13,1.989118298499403e-02,1.989118298499403e-02,NaN,false
1,3.162000000000000e+02,6.047205412831992e+05,0,3,CONTINUE,9.999999999999999e-01,1.241564144111918e-01,0.000000000000000e+00,1.000000000000000e-01,4.784396297761732e-14,1.593737745050923e+01,8.795823802348588e-01,2.388027920198440e+00,1.058491300907336e+00,1,0,0,REACHED,1,0,0,REACHED,1,0,0,REACHED,2.282502610145355e-02,1.982254331903854e-02,2.581470831261068e-13,5.336082397630201e-03,9.636497560252781e-03,3.537265988651766e-13,6.333563897723025e-03,6.333563897723025e-03,NaN,false
1,1.000000000000000e+03,6.047205412831992e+05,0,3,CONTINUE,9.999999999999999e-01,1.242713804466679e-01,0.000000000000000e+00,1.000000000000000e-01,4.784396297761732e-14,1.593737745050923e+01,8.796215286749538e-01,2.388027920198440e+00,1.058491300907336e+00,1,0,0,REACHED,1,0,0,REACHED,1,0,0,REACHED,7.232865161856444e-03,6.280653168774566e-03,6.148034473913011e-13,1.701968673835914e-03,3.065528904679054e-03,4.702026549653214e-13,2.006998560328231e-03,2.006998560328231e-03,NaN,false
1,3.162000000000000e+03,6.047205412831992e+05,0,3,CONTINUE,9.999999999999999e-01,1.243079512025154e-01,0.000000000000000e+00,1.000000000000000e-01,4.784396297761732e-14,1.593737745050923e+01,8.796339993281693e-01,2.388027920198440e+00,1.058491300907336e+00,1,0,0,REACHED,1,0,0,REACHED,1,0,0,REACHED,2.288997138304271e-03,1.987571143163284e-03,1.460486299609688e-12,5.397321181859312e-04,9.713436408361504e-04,2.701191735971890e-12,6.351581649566227e-04,6.351581649566227e-04,NaN,false
1,1.000000000000000e+04,6.047205412831992e+05,0,3,CONTINUE,9.999999999999999e-01,1.243195400870451e-01,0.000000000000000e+00,1.000000000000000e-01,4.784396297761732e-14,1.593737745050923e+01,8.796379528421067e-01,2.388027920198440e+00,1.058491300907336e+00,1,0,0,REACHED,1,0,0,REACHED,1,0,0,REACHED,7.239373986320141e-04,6.285980963256008e-04,8.647627642287091e-12,1.708109857938510e-04,3.073243953399957e-04,9.445250589069544e-12,2.008804306216774e-04,2.008804306216774e-04,NaN,false
1,3.162000000000000e+04,6.047205412831992e+05,0,3,CONTINUE,9.999999999999999e-01,1.243232064218313e-01,0.000000000000000e+00,1.000000000000000e-01,4.784396297761732e-14,1.593737745050923e+01,8.796392037689703e-01,2.388027920198440e+00,1.058491300907336e+00,1,0,0,REACHED,1,0,0,REACHED,1,0,0,REACHED,2.289648624615284e-04,1.988104394039921e-04,2.518604587027513e-11,5.403469270969295e-05,9.721159950355235e-05,3.174592429850155e-11,6.353389072187998e-05,6.353389072187998e-05,NaN,false
