iter,alpha,state,ncraig,ipm_status,mu,rho,force_tol,floor_tol,sigma2min,pstat,cstat,wstat,pbase,prefn,cbase,crefn,wbase,wrefn,pres0,pres1,cres0,cres1,wres0,wres1,chosen
1,1.000000e+00,0,6,CONTINUE,1.000000e+00,1.000000e-09,1.000000e-01,4.394536e-14,9.847842e-14,REACHED_FORCE,REACHED_FORCE,REACHED_FORCE,3,0,2,0,1,0,2.197455e-03,NaN,1.046235e-02,NaN,0.000000e+00,NaN,false
1,3.162000e+00,0,5,CONTINUE,1.000000e+00,1.000000e-09,1.000000e-01,4.394536e-14,6.548563e-20,REACHED_FORCE,REACHED_FORCE,REACHED_FORCE,2,0,2,0,1,0,5.908068e-03,NaN,2.948038e-03,NaN,0.000000e+00,NaN,false
1,1.000000e+01,0,5,CONTINUE,1.000000e+00,1.000000e-09,1.000000e-01,4.394536e-14,6.335840e-28,REACHED_FORCE,REACHED_FORCE,REACHED_FORCE,2,0,2,0,1,0,9.802663e-04,NaN,5.056423e-04,NaN,0.000000e+00,NaN,false
1,3.162000e+01,0,4,CONTINUE,1.000000e+00,1.000000e-09,1.000000e-01,4.394536e-14,1.448378e-33,REACHED_FORCE,REACHED_FORCE,REACHED_FORCE,2,0,1,0,1,0,1.187153e-04,NaN,8.310322e-03,NaN,0.000000e+00,NaN,false
1,1.000000e+02,0,3,CONTINUE,1.000000e+00,1.000000e-09,1.000000e-01,4.394536e-14,7.710243e-34,REACHED_FORCE,REACHED_FORCE,REACHED_FORCE,1,0,1,0,1,0,5.441306e-03,NaN,2.627052e-03,NaN,0.000000e+00,NaN,true
1,3.162000e+02,0,3,CONTINUE,1.000000e+00,1.000000e-09,1.000000e-01,4.394536e-14,8.663119e-34,REACHED_FORCE,REACHED_FORCE,REACHED_FORCE,1,0,1,0,1,0,1.733439e-03,NaN,8.498489e-04,NaN,0.000000e+00,NaN,false
1,1.000000e+03,0,3,CONTINUE,1.000000e+00,1.000000e-09,1.000000e-01,4.394536e-14,5.202246e-34,REACHED_FORCE,REACHED_FORCE,REACHED_FORCE,1,0,1,0,1,0,5.493852e-04,NaN,2.706523e-04,NaN,0.000000e+00,NaN,false
1,3.162000e+03,0,3,CONTINUE,1.000000e+00,1.000000e-09,1.000000e-01,4.394536e-14,7.750645e-34,REACHED_FORCE,REACHED_FORCE,REACHED_FORCE,1,0,1,0,1,0,1.738737e-04,NaN,8.578915e-05,NaN,0.000000e+00,NaN,false
1,1.000000e+04,0,3,CONTINUE,1.000000e+00,1.000000e-09,1.000000e-01,4.394536e-14,1.022957e-33,REACHED_FORCE,REACHED_FORCE,REACHED_FORCE,1,0,1,0,1,0,5.499162e-05,NaN,2.714594e-05,NaN,0.000000e+00,NaN,false
1,3.162000e+04,0,3,CONTINUE,1.000000e+00,1.000000e-09,1.000000e-01,4.394536e-14,6.194313e-34,REACHED_FORCE,REACHED_FORCE,REACHED_FORCE,1,0,1,0,1,0,1.739268e-05,NaN,8.586997e-06,NaN,0.000000e+00,NaN,false
1,1.000000e+05,0,3,CONTINUE,1.000000e+00,1.000000e-09,1.000000e-01,4.394536e-14,3.009530e-34,REACHED_FORCE,REACHED_FORCE,REACHED_FORCE,1,0,1,0,1,0,5.499694e-06,NaN,2.715403e-06,NaN,0.000000e+00,NaN,false
1,3.162000e+05,0,3,CONTINUE,1.000000e+00,1.000000e-09,1.000000e-01,4.394536e-14,2.795899e-34,REACHED_FORCE,REACHED_FORCE,REACHED_FORCE,1,0,1,0,1,0,1.739321e-06,NaN,8.587806e-07,NaN,0.000000e+00,NaN,false
1,1.000000e+06,0,3,CONTINUE,1.000000e+00,1.000000e-09,1.000000e-01,4.394536e-14,5.615174e-34,REACHED_FORCE,REACHED_FORCE,REACHED_FORCE,1,0,1,0,1,0,5.499747e-07,NaN,2.715484e-07,NaN,0.000000e+00,NaN,false
1,3.162000e+06,0,3,CONTINUE,1.000000e+00,1.000000e-09,1.000000e-01,4.394536e-14,5.325750e-34,REACHED_FORCE,REACHED_FORCE,REACHED_FORCE,1,0,1,0,1,0,1.739327e-07,NaN,8.587887e-08,NaN,0.000000e+00,NaN,false
1,1.000000e+07,0,3,CONTINUE,1.000000e+00,1.000000e-09,1.000000e-01,4.394536e-14,4.076126e-34,REACHED_FORCE,REACHED_FORCE,REACHED_FORCE,1,0,1,0,1,0,5.499752e-08,NaN,2.715492e-08,NaN,0.000000e+00,NaN,false
1,3.162000e+07,0,3,CONTINUE,1.000000e+00,1.000000e-09,1.000000e-01,4.394536e-14,4.972290e-34,REACHED_FORCE,REACHED_FORCE,REACHED_FORCE,1,0,1,0,1,0,2.438016e-08,NaN,2.407899e-08,NaN,0.000000e+00,NaN,false
1,1.000000e+08,0,3,CONTINUE,1.000000e+00,1.000000e-09,1.000000e-01,4.394536e-14,4.499730e-34,REACHED_FORCE,REACHED_FORCE,REACHED_FORCE,1,0,1,0,1,0,6.602201e-08,NaN,5.569684e-08,NaN,0.000000e+00,NaN,false
1,3.162000e+08,0,3,CONTINUE,1.000000e+00,1.000000e-09,1.000000e-01,4.394536e-14,5.132071e-34,REACHED_FORCE,REACHED_FORCE,REACHED_FORCE,1,0,1,0,1,0,1.996045e-07,NaN,2.651316e-07,NaN,0.000000e+00,NaN,false
1,1.000000e+09,0,3,CONTINUE,1.000000e+00,1.000000e-09,1.000000e-01,4.394536e-14,3.502856e-34,REACHED_FORCE,REACHED_FORCE,REACHED_FORCE,1,0,1,0,1,0,6.103139e-07,NaN,6.643768e-07,NaN,0.000000e+00,NaN,false
1,3.162000e+09,0,3,CONTINUE,1.000000e+00,1.000000e-09,1.000000e-01,4.394536e-14,4.361701e-34,REACHED_FORCE,REACHED_FORCE,REACHED_FORCE,1,0,1,0,1,0,1.790328e-06,NaN,1.867916e-06,NaN,0.000000e+00,NaN,false
1,1.000000e+10,0,3,CONTINUE,1.000000e+00,1.000000e-09,1.000000e-01,4.394536e-14,2.335584e-34,REACHED_FORCE,REACHED_FORCE,REACHED_FORCE,1,0,1,0,1,0,7.122010e-06,NaN,4.978519e-06,NaN,0.000000e+00,NaN,false
2,1.000000e+00,0,8,CONTINUE,1.504400e-01,1.000000e-09,1.504400e-02,2.382149e-14,2.799700e-12,REACHED_FORCE,REACHED_FORCE,REACHED_FORCE,4,0,3,0,1,0,6.141265e-04,NaN,5.644787e-04,NaN,0.000000e+00,NaN,false
2,3.162000e+00,0,6,CONTINUE,1.504400e-01,1.000000e-09,1.504400e-02,2.382149e-14,1.643641e-19,REACHED_FORCE,REACHED_FORCE,REACHED_FORCE,3,0,2,0,1,0,3.629072e-04,NaN,5.520571e-04,NaN,0.000000e+00,NaN,false
2,1.000000e+01,0,5,CONTINUE,1.504400e-01,1.000000e-09,1.504400e-02,2.382149e-14,3.691551e-28,REACHED_FORCE,REACHED_FORCE,REACHED_FORCE,2,0,2,0,1,0,5.184154e-04,NaN,7.825030e-05,NaN,0.000000e+00,NaN,false
2,3.162000e+01,0,4,CONTINUE,1.504400e-01,1.000000e-09,1.504400e-02,2.382149e-14,8.260278e-33,REACHED_FORCE,REACHED_FORCE,REACHED_FORCE,2,0,1,0,1,0,5.882379e-05,NaN,6.607183e-04,NaN,0.000000e+00,NaN,false
2,1.000000e+02,0,4,CONTINUE,1.504400e-01,1.000000e-09,1.504400e-02,2.382149e-14,5.330552e-33,REACHED_FORCE,REACHED_FORCE,REACHED_FORCE,2,0,1,0,1,0,6.131728e-06,NaN,2.110917e-04,NaN,0.000000e+00,NaN,false
2,3.162000e+02,0,3,CONTINUE,1.504400e-01,1.000000e-09,1.504400e-02,2.382149e-14,3.513641e-33,REACHED_FORCE,REACHED_FORCE,REACHED_FORCE,1,0,1,0,1,0,6.494612e-04,NaN,6.792455e-05,NaN,0.000000e+00,NaN,true
2,1.000000e+03,0,3,CONTINUE,1.504400e-01,1.000000e-09,1.504400e-02,2.382149e-14,5.557335e-33,REACHED_FORCE,REACHED_FORCE,REACHED_FORCE,1,0,1,0,1,0,2.054553e-04,NaN,2.129553e-05,NaN,0.000000e+00,NaN,false
