iter,alpha,state,ncraig,ipm_status,mu,rho,force_tol,floor_tol,sigma2min,pstat,cstat,wstat,pbase,prefn,cbase,crefn,wbase,wrefn,pres0,pres1,cres0,cres1,wres0,wres1,chosen
1,1.000000e+00,0,5,CONTINUE,1.000000e+00,1.000000e-09,1.000000e-01,4.394536e-14,9.847842e-14,REACHED_FORCE,REACHED_FORCE,,3,0,2,0,0,0,2.197455e-03,NaN,1.057038e-02,NaN,,,false
1,3.162000e+00,0,4,CONTINUE,1.000000e+00,1.000000e-09,1.000000e-01,4.394536e-14,6.548563e-20,REACHED_FORCE,REACHED_FORCE,,2,0,2,0,0,0,5.908068e-03,NaN,2.980398e-03,NaN,,,false
1,1.000000e+01,0,4,CONTINUE,1.000000e+00,1.000000e-09,1.000000e-01,4.394536e-14,6.335840e-28,REACHED_FORCE,REACHED_FORCE,,2,0,2,0,0,0,9.802663e-04,NaN,5.110909e-04,NaN,,,false
1,3.162000e+01,0,3,CONTINUE,1.000000e+00,1.000000e-09,1.000000e-01,4.394536e-14,1.448378e-33,REACHED_FORCE,REACHED_FORCE,,2,0,1,0,0,0,1.187153e-04,NaN,8.404053e-03,NaN,,,false
1,1.000000e+02,0,2,CONTINUE,1.000000e+00,1.000000e-09,1.000000e-01,4.394536e-14,7.710243e-34,REACHED_FORCE,REACHED_FORCE,,1,0,1,0,0,0,5.441306e-03,NaN,2.659862e-03,NaN,,,true
1,3.162000e+02,0,2,CONTINUE,1.000000e+00,1.000000e-09,1.000000e-01,4.394536e-14,8.663119e-34,REACHED_FORCE,REACHED_FORCE,,1,0,1,0,0,0,1.733439e-03,NaN,8.597620e-04,NaN,,,false
1,1.000000e+03,0,2,CONTINUE,1.000000e+00,1.000000e-09,1.000000e-01,4.394536e-14,5.202246e-34,REACHED_FORCE,REACHED_FORCE,,1,0,1,0,0,0,5.493852e-04,NaN,2.737396e-04,NaN,,,false
1,3.162000e+03,0,2,CONTINUE,1.000000e+00,1.000000e-09,1.000000e-01,4.394536e-14,7.750645e-34,REACHED_FORCE,REACHED_FORCE,,1,0,1,0,0,0,1.738737e-04,NaN,8.676077e-05,NaN,,,false
1,1.000000e+04,0,2,CONTINUE,1.000000e+00,1.000000e-09,1.000000e-01,4.394536e-14,1.022957e-33,REACHED_FORCE,REACHED_FORCE,,1,0,1,0,0,0,5.499162e-05,NaN,2.745269e-05,NaN,,,false
1,3.162000e+04,0,2,CONTINUE,1.000000e+00,1.000000e-09,1.000000e-01,4.394536e-14,6.194313e-34,REACHED_FORCE,REACHED_FORCE,,1,0,1,0,0,0,1.739268e-05,NaN,8.683961e-06,NaN,,,false
1,1.000000e+05,0,2,CONTINUE,1.000000e+00,1.000000e-09,1.000000e-01,4.394536e-14,3.009530e-34,REACHED_FORCE,REACHED_FORCE,,1,0,1,0,0,0,5.499694e-06,NaN,2.746058e-06,NaN,,,false
1,3.162000e+05,0,2,CONTINUE,1.000000e+00,1.000000e-09,1.000000e-01,4.394536e-14,2.795899e-34,REACHED_FORCE,REACHED_FORCE,,1,0,1,0,0,0,1.739321e-06,NaN,8.684749e-07,NaN,,,false
1,1.000000e+06,0,2,CONTINUE,1.000000e+00,1.000000e-09,1.000000e-01,4.394536e-14,5.615174e-34,REACHED_FORCE,REACHED_FORCE,,1,0,1,0,0,0,5.499747e-07,NaN,2.746137e-07,NaN,,,false
