iter,alpha,state,ncraig,ipm_status,mu,mu_next,rho,force_tol,floor_tol,sigma2min,step,tau,kappa,norm_dp,norm_dy,norm_y,hdiag_min,hdiag_max,pstat,cstat,wstat,pbase,prefn,ppass,cbase,crefn,cpass,wbase,wrefn,wpass,pres0,pres1,cres0,cres1,wres0,wres1,r0_p,r0_c,r0_w,craig_p,craig_c,craig_w,chosen
1,1.000000e+00,0,9,CONTINUE,1.000000e+00,4.315675e-01,1.000000e-09,1.000000e-01,9.556202e-14,9.985362e-01,5.825761e-01,1.296018e+00,1.000000e-02,1.144766e+01,7.617791e+00,4.437943e+00,1.000000e+00,1.001634e+00,REACHED_FORCE,REACHED_FORCE,REACHED_FORCE,3,0,0,3,0,0,3,0,0,2.298965e-03,NaN,4.976100e-04,NaN,1.046576e-03,NaN,4.987705e+00,1.490776e+00,1.996824e+00,solution good enough for the tolerances given,solution good enough for the tolerances given,solution good enough for the tolerances given,false
1,3.162000e+00,0,7,CONTINUE,1.000000e+00,4.309933e-01,1.000000e-09,1.000000e-01,9.556202e-14,9.909073e-01,5.830595e-01,1.295173e+00,1.000000e-02,1.144272e+01,7.620958e+00,4.443472e+00,1.000000e+00,1.001634e+00,REACHED_FORCE,REACHED_FORCE,REACHED_FORCE,3,0,0,2,0,0,2,0,0,9.057514e-04,NaN,5.541524e-04,NaN,1.632025e-03,NaN,2.038485e+00,5.774249e-01,8.012517e-01,solution good enough for the tolerances given,solution good enough for the tolerances given,solution good enough for the tolerances given,false
1,1.000000e+01,0,6,CONTINUE,1.000000e+00,4.310480e-01,1.000000e-09,1.000000e-01,9.556202e-14,9.893025e-01,5.829485e-01,1.295447e+00,1.000000e-02,1.144783e+01,7.627818e+00,4.446625e+00,1.000000e+00,1.001634e+00,REACHED_FORCE,REACHED_FORCE,REACHED_FORCE,2,0,0,2,0,0,2,0,0,4.042493e-04,NaN,7.484179e-05,NaN,1.963115e-04,NaN,7.172125e-01,1.985733e-01,2.794124e-01,solution good enough for the tolerances given,solution good enough for the tolerances given,solution good enough for the tolerances given,false
1,3.162000e+01,0,4,CONTINUE,1.000000e+00,4.370416e-01,1.000000e-09,1.000000e-01,9.556202e-14,9.890046e-01,5.769985e-01,1.302394e+00,1.000000e-02,1.149827e+01,7.654480e+00,4.416624e+00,1.000000e+00,1.001634e+00,REACHED_FORCE,REACHED_FORCE,REACHED_FORCE,2,0,0,1,0,0,1,0,0,1.386260e-02,NaN,1.508216e-02,NaN,3.196352e-03,NaN,2.355783e-01,6.493002e-02,9.146908e-02,solution good enough for the tolerances given,solution good enough for the tolerances given,solution good enough for the tolerances given,false
1,1.000000e+02,0,3,CONTINUE,1.000000e+00,4.293559e-01,1.000000e-09,1.000000e-01,9.556202e-14,9.889205e-01,5.839108e-01,1.294213e+00,1.000000e-02,1.144117e+01,7.609446e+00,4.443238e+00,1.000000e+00,1.001634e+00,REACHED_FORCE,REACHED_FORCE,REACHED_FORCE,1,0,0,1,0,0,1,0,0,4.369972e-03,NaN,4.690250e-03,NaN,1.026447e-03,NaN,7.542497e-02,2.033372e-02,2.925249e-02,solution good enough for the tolerances given,solution good enough for the tolerances given,solution good enough for the tolerances given,true
1,3.162000e+02,0,3,CONTINUE,1.000000e+00,4.302489e-01,1.000000e-09,1.000000e-01,9.556202e-14,9.888946e-01,5.834897e-01,1.294731e+00,1.000000e-02,1.144373e+01,7.621544e+00,4.447093e+00,1.000000e+00,1.001634e+00,REACHED_FORCE,REACHED_FORCE,REACHED_FORCE,1,0,0,1,0,0,1,0,0,1.395900e-03,NaN,1.497844e-03,NaN,3.262304e-04,NaN,2.394910e-02,6.511082e-03,9.284925e-03,solution good enough for the tolerances given,solution good enough for the tolerances given,solution good enough for the tolerances given,false
1,1.000000e+03,0,3,CONTINUE,1.000000e+00,4.305317e-01,1.000000e-09,1.000000e-01,9.556202e-14,9.888865e-01,5.833584e-01,1.294893e+00,1.000000e-02,1.144450e+01,7.625372e+00,4.448325e+00,1.000000e+00,1.001634e+00,REACHED_FORCE,REACHED_FORCE,REACHED_FORCE,1,0,0,1,0,0,1,0,0,4.427811e-04,NaN,4.750799e-04,NaN,1.033163e-04,NaN,7.582328e-03,2.066964e-03,2.939281e-03,solution good enough for the tolerances given,solution good enough for the tolerances given,solution good enough for the tolerances given,false
1,3.162000e+03,0,3,CONTINUE,1.000000e+00,4.306211e-01,1.000000e-09,1.000000e-01,9.556202e-14,9.888839e-01,5.833171e-01,1.294944e+00,1.000000e-02,1.144474e+01,7.626582e+00,4.448715e+00,1.000000e+00,1.001634e+00,REACHED_FORCE,REACHED_FORCE,REACHED_FORCE,1,0,0,1,0,0,1,0,0,1.401721e-04,NaN,1.503931e-04,NaN,3.269061e-05,NaN,2.398917e-03,6.545085e-04,9.299035e-04,solution good enough for the tolerances given,solution good enough for the tolerances given,solution good enough for the tolerances given,false
1,1.000000e+04,0,3,CONTINUE,1.000000e+00,4.306494e-01,1.000000e-09,1.000000e-01,9.556202e-14,9.888831e-01,5.833040e-01,1.294961e+00,1.000000e-02,1.144482e+01,7.626965e+00,4.448839e+00,1.000000e+00,1.001634e+00,REACHED_FORCE,REACHED_FORCE,REACHED_FORCE,1,0,0,1,0,0,1,0,0,4.433643e-05,NaN,4.756896e-05,NaN,1.033840e-05,NaN,7.586341e-04,2.070377e-04,2.940695e-04,solution good enough for the tolerances given,solution good enough for the tolerances given,solution good enough for the tolerances given,false
1,3.162000e+04,0,3,CONTINUE,1.000000e+00,4.306583e-01,1.000000e-09,1.000000e-01,9.556202e-14,9.888829e-01,5.832999e-01,1.294966e+00,1.000000e-02,1.144484e+01,7.627086e+00,4.448878e+00,1.000000e+00,1.001634e+00,REACHED_FORCE,REACHED_FORCE,REACHED_FORCE,1,0,0,1,0,0,1,0,0,1.402304e-05,NaN,1.504541e-05,NaN,3.269738e-06,NaN,2.399319e-04,6.548502e-05,9.300449e-05,solution good enough for the tolerances given,solution good enough for the tolerances given,solution good enough for the tolerances given,false
1,1.000000e+05,0,3,CONTINUE,1.000000e+00,4.306611e-01,1.000000e-09,1.000000e-01,9.556202e-14,9.888828e-01,5.832986e-01,1.294967e+00,1.000000e-02,1.144485e+01,7.627124e+00,4.448891e+00,1.000000e+00,1.001634e+00,REACHED_FORCE,REACHED_FORCE,REACHED_FORCE,1,0,0,1,0,0,1,0,0,4.434233e-06,NaN,4.757513e-06,NaN,1.033907e-06,NaN,7.586743e-05,2.070718e-05,2.940836e-05,solution good enough for the tolerances given,solution good enough for the tolerances given,solution good enough for the tolerances given,false
1,3.162000e+05,0,3,CONTINUE,1.000000e+00,4.306620e-01,1.000000e-09,1.000000e-01,9.556202e-14,9.888828e-01,5.832982e-01,1.294968e+00,1.000000e-02,1.144485e+01,7.627136e+00,4.448895e+00,1.000000e+00,1.001634e+00,REACHED_FORCE,REACHED_FORCE,REACHED_FORCE,1,0,0,1,0,0,1,0,0,1.402367e-06,NaN,1.504606e-06,NaN,3.269806e-07,NaN,2.399359e-05,6.548844e-06,9.300591e-06,solution good enough for the tolerances given,solution good enough for the tolerances given,solution good enough for the tolerances given,false
1,1.000000e+06,0,3,CONTINUE,1.000000e+00,4.306623e-01,1.000000e-09,1.000000e-01,9.556202e-14,9.888828e-01,5.832980e-01,1.294968e+00,1.000000e-02,1.144485e+01,7.627140e+00,4.448896e+00,1.000000e+00,1.001634e+00,REACHED_FORCE,REACHED_FORCE,REACHED_FORCE,1,0,0,1,0,0,1,0,0,4.434310e-07,NaN,4.757594e-07,NaN,1.033914e-07,NaN,7.586783e-06,2.070753e-06,2.940850e-06,solution good enough for the tolerances given,solution good enough for the tolerances given,solution good enough for the tolerances given,false
1,3.162000e+06,0,3,CONTINUE,1.000000e+00,4.306624e-01,1.000000e-09,1.000000e-01,9.556202e-14,9.888828e-01,5.832980e-01,1.294968e+00,1.000000e-02,1.144485e+01,7.627141e+00,4.448896e+00,1.000000e+00,1.001634e+00,REACHED_FORCE,REACHED_FORCE,REACHED_FORCE,1,0,0,1,0,0,1,0,0,1.403803e-07,NaN,1.506148e-07,NaN,3.269812e-08,NaN,2.399363e-06,6.548878e-07,9.300605e-07,solution good enough for the tolerances given,solution good enough for the tolerances given,solution good enough for the tolerances given,false
1,1.000000e+07,0,3,CONTINUE,1.000000e+00,4.306624e-01,1.000000e-09,1.000000e-01,9.556202e-14,9.888828e-01,5.832980e-01,1.294968e+00,1.000000e-02,1.144485e+01,7.627142e+00,4.448896e+00,1.000000e+00,1.001634e+00,REACHED_FORCE,REACHED_FORCE,REACHED_FORCE,1,0,0,1,0,0,1,0,0,4.434402e-08,NaN,4.757692e-08,NaN,1.033915e-08,NaN,7.586787e-07,2.070756e-07,2.940852e-07,solution good enough for the tolerances given,solution good enough for the tolerances given,solution good enough for the tolerances given,false
1,3.162000e+07,0,3,CONTINUE,1.000000e+00,4.306625e-01,1.000000e-09,1.000000e-01,9.556202e-14,9.888828e-01,5.832980e-01,1.294968e+00,1.000000e-02,1.144485e+01,7.627142e+00,4.448896e+00,1.000000e+00,1.001634e+00,REACHED_FORCE,REACHED_FORCE,REACHED_FORCE,1,0,0,1,0,0,1,0,0,1.409109e-08,NaN,1.609227e-08,NaN,4.830168e-09,NaN,2.399363e-07,6.548881e-08,9.300606e-08,solution good enough for the tolerances given,solution good enough for the tolerances given,solution good enough for the tolerances given,false
1,1.000000e+08,0,3,CONTINUE,1.000000e+00,4.306625e-01,1.000000e-09,1.000000e-01,9.556202e-14,9.888828e-01,5.832979e-01,1.294968e+00,1.000000e-02,1.144485e+01,7.627142e+00,4.448896e+00,1.000000e+00,1.001634e+00,REACHED_FORCE,REACHED_FORCE,REACHED_FORCE,1,0,0,1,0,0,1,0,0,3.480572e-08,NaN,4.253548e-08,NaN,1.482721e-08,NaN,7.586787e-08,2.070756e-08,2.940852e-08,solution good enough for the tolerances given,solution good enough for the tolerances given,solution good enough for the tolerances given,false
1,3.162000e+08,0,3,CONTINUE,1.000000e+00,4.306625e-01,1.000000e-09,1.000000e-01,9.556202e-14,9.888828e-01,5.832980e-01,1.294968e+00,1.000000e-02,1.144485e+01,7.627142e+00,4.448897e+00,1.000000e+00,1.001634e+00,REACHED_FORCE,REACHED_FORCE,REACHED_FORCE,1,0,0,1,0,0,1,0,0,1.883682e-07,NaN,1.157918e-07,NaN,3.497491e-08,NaN,2.399363e-08,6.548881e-09,9.300607e-09,solution good enough for the tolerances given,solution good enough for the tolerances given,solution good enough for the tolerances given,false
1,1.000000e+09,0,3,CONTINUE,1.000000e+00,4.306625e-01,1.000000e-09,1.000000e-01,9.556202e-14,9.888828e-01,5.832979e-01,1.294968e+00,1.000000e-02,1.144485e+01,7.627143e+00,4.448897e+00,1.000000e+00,1.001634e+00,REACHED_FORCE,REACHED_FORCE,REACHED_FORCE,1,0,0,1,0,0,1,0,0,3.488179e-07,NaN,4.127800e-07,NaN,1.012834e-07,NaN,7.586787e-09,2.070756e-09,2.940852e-09,solution good enough for the tolerances given,solution good enough for the tolerances given,solution good enough for the tolerances given,false
1,3.162000e+09,0,3,CONTINUE,1.000000e+00,4.306625e-01,1.000000e-09,1.000000e-01,9.556202e-14,9.888831e-01,5.832981e-01,1.294968e+00,1.000000e-02,1.144485e+01,7.627147e+00,4.448901e+00,1.000000e+00,1.001634e+00,REACHED_FORCE,REACHED_FORCE,REACHED_FORCE,1,0,0,1,0,0,1,0,0,1.569594e-06,NaN,1.951113e-06,NaN,2.834646e-07,NaN,2.399364e-09,6.548876e-10,9.300609e-10,solution good enough for the tolerances given,solution good enough for the tolerances given,solution good enough for the tolerances given,false
1,1.000000e+10,0,3,CONTINUE,1.000000e+00,4.306639e-01,1.000000e-09,1.000000e-01,9.556202e-14,9.888828e-01,5.832965e-01,1.294970e+00,1.000000e-02,1.144486e+01,7.627150e+00,4.448890e+00,1.000000e+00,1.001634e+00,REACHED_FORCE,REACHED_FORCE,REACHED_FORCE,1,0,0,1,0,0,1,0,0,2.811420e-06,NaN,4.558078e-06,NaN,8.693743e-07,NaN,7.586780e-10,2.070759e-10,2.940855e-10,solution good enough for the tolerances given,solution good enough for the tolerances given,solution good enough for the tolerances given,false
