iter,alpha,state,ncraig,ipm_status,mu,mu_next,rho,force_tol,floor_tol,normB,step,ipm_pres,ipm_dres,pbase,prefn,ppass,pstat,cbase,crefn,cpass,cstat,wbase,wrefn,wpass,wstat,pfres,ppres,pdres,cfres,cpres,cdres,wfres,wpres,wdres,chosen
1,1.000000000000000e+00,0,3,CONTINUE,1.000000000000000e+00,2.804233940448611e-01,0.000000000000000e+00,1.000000000000000e-01,1.776356839400250e-13,2.019900987672415e+01,7.199619911857058e-01,3.500000000000000e+00,2.000169843425989e+00,1,0,0,REACHED_FORCE,1,0,0,REACHED_FORCE,1,0,0,REACHED_FORCE,3.912719834282638e-05,9.235379687666523e-06,2.906955886646924e-10,5.169136285483737e-09,6.997944104192300e-07,2.044108187648795e-10,6.303703487762853e-06,1.343952471977161e-06,2.518694098265147e-11,true
1,3.162000000000000e+00,0,3,CONTINUE,1.000000000000000e+00,2.804233940448611e-01,0.000000000000000e+00,1.000000000000000e-01,1.776356839400250e-13,2.019900987672415e+01,7.199619911857058e-01,3.500000000000000e+00,2.000169843425989e+00,1,0,0,REACHED_FORCE,1,0,0,REACHED_FORCE,1,0,0,REACHED_FORCE,3.912719834282638e-05,9.235379687666523e-06,2.906955886646924e-10,5.169136285483737e-09,6.997944104192300e-07,2.044108187648795e-10,6.303703487762853e-06,1.343952471977161e-06,2.518694098265147e-11,false
1,1.000000000000000e+01,0,3,CONTINUE,1.000000000000000e+00,2.804233940448611e-01,0.000000000000000e+00,1.000000000000000e-01,1.776356839400250e-13,2.019900987672415e+01,7.199619911857058e-01,3.500000000000000e+00,2.000169843425989e+00,1,0,0,REACHED_FORCE,1,0,0,REACHED_FORCE,1,0,0,REACHED_FORCE,3.912719834282638e-05,9.235379687666523e-06,2.906955886646924e-10,5.169136285483737e-09,6.997944104192300e-07,2.044108187648795e-10,6.303703487762853e-06,1.343952471977161e-06,2.518694098265147e-11,false
1,3.162000000000000e+01,0,3,CONTINUE,1.000000000000000e+00,2.804233940448611e-01,0.000000000000000e+00,1.000000000000000e-01,1.776356839400250e-13,2.019900987672415e+01,7.199619911857058e-01,3.500000000000000e+00,2.000169843425989e+00,1,0,0,REACHED_FORCE,1,0,0,REACHED_FORCE,1,0,0,REACHED_FORCE,3.912719834282638e-05,9.235379687666523e-06,2.906955886646924e-10,5.169136285483737e-09,6.997944104192300e-07,2.044108187648795e-10,6.303703487762853e-06,1.343952471977161e-06,2.518694098265147e-11,false
1,1.000000000000000e+02,0,3,CONTINUE,1.000000000000000e+00,2.804233940448611e-01,0.000000000000000e+00,1.000000000000000e-01,1.776356839400250e-13,2.019900987672415e+01,7.199619911857058e-01,3.500000000000000e+00,2.000169843425989e+00,1,0,0,REACHED_FORCE,1,0,0,REACHED_FORCE,1,0,0,REACHED_FORCE,3.912719834282638e-05,9.235379687666523e-06,2.906955886646924e-10,5.169136285483737e-09,6.997944104192300e-07,2.044108187648795e-10,6.303703487762853e-06,1.343952471977161e-06,2.518694098265147e-11,false
1,3.162000000000000e+02,0,3,CONTINUE,1.000000000000000e+00,2.804233940448611e-01,0.000000000000000e+00,1.000000000000000e-01,1.776356839400250e-13,2.019900987672415e+01,7.199619911857058e-01,3.500000000000000e+00,2.000169843425989e+00,1,0,0,REACHED_FORCE,1,0,0,REACHED_FORCE,1,0,0,REACHED_FORCE,3.912719834282638e-05,9.235379687666523e-06,2.906955886646924e-10,5.169136285483737e-09,6.997944104192300e-07,2.044108187648795e-10,6.303703487762853e-06,1.343952471977161e-06,2.518694098265147e-11,false
1,1.000000000000000e+03,0,3,CONTINUE,1.000000000000000e+00,2.804233940448611e-01,0.000000000000000e+00,1.000000000000000e-01,1.776356839400250e-13,2.019900987672415e+01,7.199619911857058e-01,3.500000000000000e+00,2.000169843425989e+00,1,0,0,REACHED_FORCE,1,0,0,REACHED_FORCE,1,0,0,REACHED_FORCE,3.912719834282638e-05,9.235379687666523e-06,2.906955886646924e-10,5.169136285483737e-09,6.997944104192300e-07,2.044108187648795e-10,6.303703487762853e-06,1.343952471977161e-06,2.518694098265147e-11,false
1,3.162000000000000e+03,0,3,CONTINUE,1.000000000000000e+00,2.804233940448611e-01,0.000000000000000e+00,1.000000000000000e-01,1.776356839400250e-13,2.019900987672415e+01,7.199619911857058e-01,3.500000000000000e+00,2.000169843425989e+00,1,0,0,REACHED_FORCE,1,0,0,REACHED_FORCE,1,0,0,REACHED_FORCE,3.912719834282638e-05,9.235379687666523e-06,2.906955886646924e-10,5.169136285483737e-09,6.997944104192300e-07,2.044108187648795e-10,6.303703487762853e-06,1.343952471977161e-06,2.518694098265147e-11,false
1,1.000000000000000e+04,0,3,CONTINUE,1.000000000000000e+00,2.804233940448611e-01,0.000000000000000e+00,1.000000000000000e-01,1.776356839400250e-13,2.019900987672415e+01,7.199619911857058e-01,3.500000000000000e+00,2.000169843425989e+00,1,0,0,REACHED_FORCE,1,0,0,REACHED_FORCE,1,0,0,REACHED_FORCE,3.912719834282638e-05,9.235379687666523e-06,2.906955886646924e-10,5.169136285483737e-09,6.997944104192300e-07,2.044108187648795e-10,6.303703487762853e-06,1.343952471977161e-06,2.518694098265147e-11,false
1,3.162000000000000e+04,0,3,CONTINUE,1.000000000000000e+00,2.804233940448611e-01,0.000000000000000e+00,1.000000000000000e-01,1.776356839400250e-13,2.019900987672415e+01,7.199619911857058e-01,3.500000000000000e+00,2.000169843425989e+00,1,0,0,REACHED_FORCE,1,0,0,REACHED_FORCE,1,0,0,REACHED_FORCE,3.912719834282638e-05,9.235379687666523e-06,2.906955886646924e-10,5.169136285483737e-09,6.997944104192300e-07,2.044108187648795e-10,6.303703487762853e-06,1.343952471977161e-06,2.518694098265147e-11,false
