fp,gp,y0p,fc,gc,y0c,fw,gw,y0w
-0.9263569401524252,-0.00072722192582563849,0,-0.88430472310216479,-0.00072722192582563849,0.6929803699359488,-0.25,0,-0.67722054727136605
0,-0,0,0,-0,0,-0,0,0
0,-0,0,0,-0,0,-0,0,0
0,-0,0,0,-0,0,-0,0,0
0,-0.00044287837456147283,0,0,-0.00044287837456147283,0.76099163425071625,-0,0,-0.4274180508266559
0,-0.00040212250657067905,0,0,-0.00040212250657067905,-0.096182452388193979,-0,0,-0.35327407838677677
0,-0,0,0,-0,0,-0,0,0
0,-0.00044287837456158385,0,0,-0.00044287837456158385,0.76099163425064609,-0,0,-0.42741805082658568
-0.65684202292025184,-0,0,-0.67860967829827157,-0,0,-0.25,0,0
-0.38115165113180483,-0.00072722192582508338,0,-0.35532642631759387,-0.00072722192582508338,0.69298036993570311,-0,0,-0.67722054727139236
0,-0.00059122200138606029,0,0,-0.00059122200138606029,0.53302779383807641,-0,0,-0.55357982524958826
-7.9808236677962422e-11,-0,0,0.064429704242953453,-0,0,-0,0,0
0,-0,0,0,-0,0,-0,0,0
0,-0,0,0,-0,0,-0,0,0
0,-0.00030773590677490859,0,0,-0.00030773590677490859,0.60079435006159032,-0,0,-0.30377732880482111
-0.24934899768845248,-0.0004009098797439492,0,-0.24364232957268966,-0.0004009098797439492,-0.095836382886509558,0.25,0,-0.35327407838681185
0,-0,0,0,-0,0,0,0,0
-0.57628216293513868,-0.0003077359067744645,0,-0.55070701951428602,-0.0003077359067744645,0.60079435006146742,-0.70710678118654757,0,-0.30377732880483865
0,-0,0,0,-0,0,-0,0,0
0,-0.00059122200138606029,0,0,-0.00059122200138606029,0.53302779383809396,-0,0,-0.55357982524960136
0,-0.00045935691749221519,0,0,-0.00045935691749221519,0.37174006900387718,-0,0,-0.43061696309096975
-0.51886391480781291,-0,0,-0.54045473593670634,-0,0,0.25,0,0
0,-0,0,0,-0,0,-0,0,0
-0.57628216293513868,-0,0,-0.55070701951427337,-0,0,-0.70710678118654757,0,0
-7.9808236677964529e-11,-0.00017672490849174327,0,0.064429704242954772,-0.00017672490849174327,0.43953787164368896,-0,0,-0.18081446664625525
0,-0.00039970202028982715,0,0,-0.00039970202028982715,-0.095880571992279021,-0,0,-0.35327407838677677
-0.51886391480770278,-0,0,-0.54045473593658455,-0,0,0.25,0,0
0,-0.0001767249084914102,0,0,-0.0001767249084914102,0.43953787164365388,0,0,-0.18081446664625525
0,-0,0,0,-0,0,-0,0,0
0,-0.00045935691749232621,0,0,-0.00045935691749232621,0.3717400690039474,-0,0,-0.43061696309095659
-0.24934899768839519,-0.00033049783653249509,0,-0.24364232957259863,-0.00033049783653249509,0.20976334404300884,0.25,0,-0.30813752236682745
-0.38115165113180483,-0,0,-0.35532642631758593,-0,0,-0,0,0
0,-0,0,0,-0,0,-0,0,0
-0.6568420229201497,-0,0,-0.67860967829810304,-0,0,-0.25,0,0
0,-4.8717892647154315e-05,0,0,-4.8717892647154315e-05,0.27757227111287447,-0,0,-0.05833502592209544
-0.92635694015237591,-0.00039849701824734574,0,-0.88430472310199404,-0.00039849701824734574,-0.095896304312156649,-0.25,0,-0.35327407838681185
-0.92269176195400027,-0,0,-0.87802092142690058,-0,0,-0.25,0,0
0,-4.8717892647154315e-05,0,0,-4.8717892647154315e-05,0.27757227111285693,-0,0,-0.05833502592206033
0,-0,0,0,-0,0,-0,0,0
0,-0.00033049783653260612,0,0,-0.00033049783653260612,0.20976334404302641,-0,0,-0.30813752236683623
0,-0.00020346307114293971,0,0,-0.00020346307114293971,0.047357580742405925,-0,0,-0.18594782907206867
0,-0,0,0,-0,0,-0,0,0
0,-0,0,0,-0,0,-0,0,0
0,-0,0,0,-0,0,-0,0,0
-0.65262967409179007,7.7465480769811634e-05,0,-0.67227211591787039,7.7465480769811634e-05,0.11518103261702518,-0.25,0,0.063854667372637036
-0.3819254672576482,-0.00039729296817370141,0,-0.35569168533447482,-0.00039729296817370141,-0.095916845488163788,-0,0,-0.35327407838677677
0,-0,0,0,-0,0,-0,0,0
-7.9808236677962422e-11,7.7465480769811634e-05,0,0.064718934141529988,7.7465480769811634e-05,0.11518103261718317,-0,0,0.063854667372619481
0,-0,0,0,-0,0,-0,0,0
0,-0.00020346307114327278,0,0,-0.00020346307114327278,0.047357580742458584,-0,0,-0.18594782907206428
0,-7.7039448212135042e-05,0,0,-7.7039448212135042e-05,-0.1151897071864663,-0,0,-0.063854667372658977
-0.24568039910148481,-0,0,-0.23801640246415351,-0,0,0.25,0,0
0,-0,0,0,-0,0,0,0,0
-0.57551318396936835,-0,0,-0.54941138536312695,-0,0,-0.70710678118654757,0,0
0,0.00020303703858592925,0,0,0.00020303703858592925,-0.047351333295712714,-0,0,0.18594782907209498
0,-0.00039608796613121999,0,0,-0.00039608796613121999,-0.095937948405589654,-0,0,-0.35327407838681185
0,-0,0,0,-0,0,-0,0,0
