fp,gp,y0p,fc,gc,y0c,fw,gw,y0w
-0.21767772746689454,-0.0039749666613959509,0,-0.23802796326975117,-0.0039749666613959509,0.20274825740520822,0.60782891166894437,0.40771165541817367,0.07918716274371114
-0.27142793946152816,-0.0023744699917600974,0,-0.24898486245755291,-0.0023744699917600974,0.28053686125420407,0.65145245338375524,0.82127738036651909,0.83891870103400179
-0.28827632337440734,-0.0020658546648556404,0,-0.28206819300533009,-0.0020658546648556404,0.1678770005977317,0.56302481555429462,0.30789708943344424,0.56728908347928575
-0.22625873285251563,0.00022148141268105775,0,-0.25013788038244905,0.00022148141268105775,0.31383356815087243,0.65129880046272803,0.08262433102627513,0.15513296814640634
-0.23556395769191044,0.00064909099126160834,0,-0.25564965393645239,0.00064909099126160834,0.36486357556808274,0.58438166405267666,0.44107772923058375,0.43021983911256184
-0.18359668404525076,-0.0033013126695836284,0,-0.2130587155478193,-0.0033013126695836284,0.73515098424973502,0.53676223988606986,0.75632258062195568,0.90401069343129237
-0.23989732913314157,-0.0028872399442325765,0,-0.25609892744280427,-0.0028872399442325765,-0.025516836946278723,0.68695176741202146,0.83314489470223962,0.25526722300882265
-0.25765692532710466,-0.0062660717634556917,0,-0.25778321556280448,-0.0062660717634556917,0.15995678961996523,0.40519234133006793,0.97613291231329802,-0.03083470487643912
-0.26119292054575055,-0.00053934134287733258,0,-0.25501062997270429,-0.00053934134287733258,0.29735969341960239,0.34222882992695358,0.61759978558004258,0.52859090157823252
-0.17616211333366774,-0.0045054842284984924,0,-0.2033185838160339,-0.0045054842284984924,0.13321713051892792,0.56166767674271367,0.99999999999999989,0.11407013530878757
-0.38928714707953971,-0.0015066845342379441,0,-0.38339963897544449,-0.0015066845342379441,0.44843985692635424,0.21594383703967304,0.50521724045422289,1.0043272746203837
-0.33970108737318444,-0.0057717995586586369,0,-0.34788098192339201,-0.0057717995586586369,0.18646083085625548,-0.16334593090727784,0.92973955067877112,0.57421978335066626
-0.40356194919327615,,,-0.41450181478042308,,,0.25785725240216523,,
-0.39914605025304301,,,-0.30979523032508305,,,0.92526102054095949,,
-0.18623064021139202,,,-0.21652062908820199,,,0.52808318387479003,,
-0.32895258809026934,,,-0.35601959301313368,,,0.72625857589864096,,
-0.19470701054680309,,,-0.22770416430597898,,,0.50063732826222085,,
-0.41746239499740001,,,-0.41619979008356356,,,-0.2210376928134348,,
-0.21613591876811195,,,-0.25421106626240386,,,0.43736582232953458,,
-0.15479050870069255,,,-0.17500889714018936,,,0.64002648668293927,,
-0.1595666959935047,,,-0.18169466238620322,,,0.62051165613311032,,
-0.21566964194823823,,,-0.25559045185371415,,,0.43567417138560532,,
-0.21712229338759559,,,-0.25753375995662597,,,0.43130554585215414,,
-0.1724732545223612,,,-0.19849438949020884,,,0.57431787782103494,,
