fp,gp,y0p,fc,gc,y0c
2.3344990355981046e-16,-1.3373035180855611e-18,0,2.3344990355981046e-16,-1.3373035180855611e-18,-2.0787872388032956e-12
2.9988962702010014e-12,2.3229325733171228e-19,0,2.9988962702010014e-12,2.3229325733171228e-19,3.8330510838749389e-13
0,0,0,0,0,0
-4.0643044485477731e-12,-2.4348560948736064e-17,0,-4.0643044485477731e-12,-2.4348560948736064e-17,-3.4827430914016153e-11
-8.984246679943908e-11,-1.1479863130781516e-17,0,-8.984246679943908e-11,-1.1479863130781516e-17,-2.0230640602411799e-11
0,0,0,0,0,0
-7.781765801808142e-17,-1.1737955195312043e-18,0,-7.781765801808142e-17,-1.1737955195312043e-18,-1.8442820575624946e-12
-9.9963093358468313e-13,2.3228682439781539e-19,0,-9.9963093358468313e-13,2.3228682439781539e-19,3.8399127370313983e-13
0,0,0,0,0,0
1.354766993033607e-12,-2.320287698712769e-17,0,1.354766993033607e-12,-2.320287698712769e-17,-3.3380535732170179e-11
2.994748893314636e-11,-8.7277148767274556e-18,0,2.994748893314636e-11,-8.7277148767274556e-18,-1.6385406371519434e-11
0,0,0,0,0,0
-1.2769220713918217e-06,-1.0183651225482236e-18,0,-1.2769221772774639e-06,-1.0183651225482236e-18,-1.6198149840487379e-12
-1.4144845001922195,2.3493027361512865e-19,0,-1.4144845302952964,2.3493027361512865e-19,3.8770709893070206e-13
1.4277132753520429e-15,0,0,1.1601176861459996e-15,0,0
1.2485842420684561e-14,-2.201452693441869e-17,0,2.4802441997895317e-14,-2.201452693441869e-17,-3.1885562924714748e-11
0,-6.1420141588752546e-18,0,0,-6.1420141588752546e-18,-1.2746920121024818e-11
2.3344863301038958e-16,0,0,2.3344863301038958e-16,0,0
2.9995277095462569e-12,-8.711097857672194e-19,0,2.9995277095462569e-12,-8.711097857672194e-19,-1.4056693635755233e-12
0,2.3693637532351119e-19,0,0,2.3693637532351119e-19,3.9081818189574776e-13
-4.0642975096538692e-12,0,0,-4.0642975096538692e-12,0,0
-8.9842355777136618e-11,-2.0789823601284505e-17,0,-8.9842355777136618e-11,-2.0789823601284505e-17,-3.0350396835768414e-11
0,-3.7229654368172043e-18,0,0,-3.7229654368172043e-18,-9.319002364122213e-12
-7.7816810985134165e-17,0,0,-7.7816810985134165e-17,0,0
-9.9976624201580933e-13,-7.3233197975065867e-19,0,-9.9976624201580933e-13,-7.3233197975065867e-19,-1.20210488305199e-12
0,2.3839917073489359e-19,0,0,2.3839917073489359e-19,3.938759029411227e-13
1.354770462480559e-12,0,0,1.354770462480559e-12,0,0
2.9947544444297591e-11,-1.953475773883824e-17,0,2.9947544444297591e-11,-1.953475773883824e-17,-2.878306709339441e-11
0,-1.4738727172068551e-18,0,0,-1.4738727172068551e-18,-6.1069091015729992e-12
-1.2769220712933962e-06,0,0,-1.2769221771790385e-06,0,0
-1.4144845001922195,-6.0211814338416985e-19,0,-1.4144845302952966,-6.0211814338416985e-19,-1.0093410070147297e-12
8.3397063918265254e-16,2.4075376502527819e-19,0,4.5635931940096663e-15,2.4075376502527819e-19,3.8746802051670893e-13
-8.8607104124115845e-14,0,0,-1.768920014223295e-13,0,0
0,-1.8256200990214243e-17,0,0,-1.8256200990214243e-17,-2.7190359215111529e-11
2.3343889213149616e-16,5.9811354834574914e-19,0,2.3343889213149616e-16,5.9811354834574914e-19,-3.0952306747236404e-12
3.0012554941283298e-12,0,0,3.0012554941283298e-12,0,0
0,-4.8045894870092369e-19,0,0,-4.8045894870092369e-19,-8.2755311139634257e-13
-4.0643044485477731e-12,2.4365949295424129e-19,0,-4.0643044485477731e-12,2.4365949295424129e-19,3.8156515966064751e-13
-8.9842355777136618e-11,0,0,-8.9842355777136618e-11,0,0
0,-1.6961527282691357e-17,0,0,-1.6961527282691357e-17,-2.5578006766952671e-11
-7.7814799281884436e-17,2.4896170117945448e-18,0,-7.7814799281884436e-17,2.4896170117945448e-18,-2.8863381676352963e-13
-9.9968297528896244e-13,0,0,-9.9968297528896244e-13,0,0
0,-3.6724330295405081e-19,0,0,-3.6724330295405081e-19,-6.5686401418001875e-13
1.3547652583101311e-12,2.471051059334515e-19,0,1.3547652583101311e-12,2.471051059334515e-19,3.8105158255952615e-13
2.9947433421995129e-11,0,0,2.9947433421995129e-11,0,0
0,-1.5658795212323305e-17,0,0,-1.5658795212323305e-17,-2.3952523911850188e-11
-7.7815646314831691e-17,4.1979569850233892e-18,0,-7.7815646314831691e-17,4.1979569850233892e-18,2.3003041606991367e-12
-9.9970379197067416e-13,0,0,-9.9970379197067416e-13,0,0
0,-2.6233915201801387e-19,0,0,-2.6233915201801387e-19,-4.973334221782949e-13
1.354768727757083e-12,2.5110930694127347e-19,0,1.354768727757083e-12,2.5110930694127347e-19,3.7872491408126483e-13
2.9947433421995129e-11,0,0,2.9947433421995129e-11,0,0
0,-1.4356544881998889e-17,0,0,-1.4356544881998889e-17,-2.232098051276922e-11
-1.2769220713918217e-06,5.7214970172665396e-18,0,-1.2769221772774639e-06,5.7214970172665396e-18,4.6742760413420579e-12
-1.4144845001922195,0,0,-1.4144845302952964,0,0
7.533152548061785e-16,-1.6567089187090594e-19,0,2.001845915879411e-15,-1.6567089187090594e-19,-3.4896075715193675e-13
-2.5698308370069695e-14,2.5567169470842218e-19,0,-5.1097853257765292e-14,2.5567169470842218e-19,3.7039592039633376e-13
0,0,0,0,0,0
7.7808552413898436e-17,-1.3063436035420103e-17,0,7.7808552413898436e-17,-1.3063436035420103e-17,-2.0689435573226615e-11
1.0003595174445934e-12,7.0596841153579632e-18,0,1.0003595174445934e-12,7.0596841153579632e-18,6.8448606881308536e-12
0,0,0,0,0,0
-1.354768727757083e-12,-7.71447028387738e-20,0,-1.354768727757083e-12,-7.71447028387738e-20,-2.1169301926645671e-13
-2.9947433421995129e-11,2.602502938444578e-19,0,-2.9947433421995129e-11,2.602502938444578e-19,3.7216115195844336e-13
