fp,gp,y0p,fc,gc,y0c
2.3344715917306136e-14,1.6224077998416668e-18,0,2.3344715917306136e-14,1.6224077998416668e-18,-2.4973092405553555e-12
2.9989606978308991e-10,-4.4909752815287015e-18,0,2.9989606978308991e-10,-4.4909752815287015e-18,3.0887354265718486e-13
0,0,0,0,0,0
-4.0642965382087226e-10,4.2761168369301461e-17,0,-4.0642965382087226e-10,4.2761168369301461e-17,-5.2213397675518194e-11
-8.9842296935316313e-09,-2.9050422193763676e-17,0,-8.9842296935316313e-09,-2.9050422193763676e-17,-6.7058879802522235e-12
0,0,0,0,0,0
-7.7815674902193661e-15,1.3550374276513896e-18,0,-7.7815674902193661e-15,1.3550374276513896e-18,-2.152698687444467e-12
-9.9970259501147574e-11,-4.4903960204926812e-18,0,-9.9970259501147574e-11,-4.4903960204926812e-18,5.5395190859813571e-13
0,0,0,0,0,0
1.3547655185186525e-10,3.6073093876557791e-17,0,1.3547655185186525e-10,3.6073093876557791e-17,-4.8073210813864711e-11
2.9947432311772104e-09,-2.5331178460984975e-17,0,2.9947432311772104e-09,-2.5331178460984975e-17,-1.0343474577552612e-12
0,0,0,0,0,0
-0.00012769207017153205,1.1228327079441185e-18,0,-0.00012769312900841207,1.1228327079441185e-18,-1.8320703190576468e-12
-1.4144874803966156,-4.2292699422843773e-18,0,-1.4144904906700393,-4.2292699422843773e-18,9.4891768164463385e-13
-2.2035181712745499e-14,0,0,-4.5735919745003507e-14,0,0
5.0959523100374387e-13,3.0374928888388526e-17,0,1.0116135136390562e-12,3.0374928888388526e-17,-4.3927069091177054e-11
0,-2.1613906754403044e-17,0,0,-2.1613906754403044e-17,3.3026339628524152e-12
2.3344710411591979e-14,0,0,2.3344710411591979e-14,0,0
2.999349414667396e-10,9.3260354359880589e-19,0,2.999349414667396e-10,9.3260354359880589e-19,-1.5351761285985488e-12
0,-4.0397945413081492e-18,0,0,-4.0397945413081492e-18,1.4517666170068189e-12
-4.0642965382087226e-10,0,0,-4.0642965382087226e-10,0,0
-8.9842296935316313e-09,2.5627081724447688e-17,0,-8.9842296935316313e-09,2.5627081724447688e-17,-3.992010495245303e-11
0,-1.7496387147713108e-17,0,0,-1.7496387147713108e-17,6.1125888531941907e-12
-7.7815705607137999e-15,0,0,-7.7815705607137999e-15,0,0
-9.9976435116722051e-11,7.6595224970444315e-19,0,-9.9976435116722051e-11,7.6595224970444315e-19,-1.2639133499274467e-12
0,-3.9139183095678957e-18,0,0,-3.9139183095678957e-18,1.5004321900636952e-12
1.3547655011714177e-10,0,0,1.3547655011714177e-10,0,0
2.9947432311772104e-09,2.1846522378817934e-17,0,2.9947432311772104e-09,2.1846522378817934e-17,-3.613894752605018e-11
0,-1.2967605252277253e-17,0,0,-1.2967605252277253e-17,8.3402761969997916e-12
