fp,gp,y0p,fc,gc,y0c,fw,gw,y0w
-1.2447136778653154e-07,-1.0656627388524759e-17,0,-1.5401480970257499e-07,-1.0656627388524759e-17,-5.1808859026055604e-10,0,0,0
-1.2120402535307572e-07,-1.5096244702439768e-18,0,-1.4996210446108025e-07,-1.5096244702439768e-18,-6.1161581000524122e-11,0,0,0
-1.2131884218053675e-07,-1.6983010592448722e-18,0,-1.5010454163372518e-07,-1.6983010592448722e-18,-7.0251961669710696e-11,0,0,0
-1.2151542995456395e-07,-2.0508785235394747e-18,0,-1.5034838313378052e-07,-2.0508785235394747e-18,-8.713825815733125e-11,0,0,0
-1.2171194322598008e-07,1.4292939831087471e-17,0,-1.5059213480386451e-07,1.4292939831087471e-17,7.2591489692342645e-10,0,0,0
-1.2184528430508897e-07,-1.2772833328121222e-17,0,-1.507576053313064e-07,-1.2772833328121222e-17,-6.225153948779251e-10,0,0,0
-1.20379856458049e-07,-1.2825137612614175e-18,0,-1.4894107972465954e-07,-1.2825137612614175e-18,-5.0568998395536433e-11,0,0,0
-8.2129791846789946e-08,-1.669501939038226e-18,0,-1.0149314306728995e-07,-1.669501939038226e-18,-6.912840702365309e-11,0,0,0
-8.1714072596133169e-08,-2.1128178078074454e-18,0,-1.0097821231705186e-07,-2.1128178078074454e-18,-9.0393921791200407e-11,0,0,0
-8.1840284309769552e-08,1.411432175833522e-17,0,-1.0113471996010369e-07,1.411432175833522e-17,7.1326469606622072e-10,0,0,0
-8.2011523218431464e-08,-1.3691334680300104e-17,0,-1.0134698281622972e-07,-1.3691334680300104e-17,-6.6538322297486233e-10,0,0,0
-8.3035931119680347e-08,-1.0849433263143519e-18,0,-1.0261651288291275e-07,-1.0849433263143519e-18,-4.1872330558229823e-11,0,0,0
-1.3714419970735659e-07,-1.5763283148402529e-18,0,-1.6973305954705959e-07,-1.5763283148402529e-18,-6.540772032570495e-11,0,0,0
-1.3245508735897153e-07,-2.0810540722854091e-18,0,-1.6391724532893186e-07,-2.0810540722854091e-18,-8.9576365043395295e-11,0,0,0
-1.325047062383187e-07,1.6550917910230622e-17,0,-1.6397880250218827e-07,1.6550917910230622e-17,8.2728406608728484e-10,0,0,0
-1.3271280630067191e-07,-1.5395141453702129e-17,0,-1.6423691119995932e-07,-1.5395141453702129e-17,-7.461946230570577e-10,0,0,0
-1.3292512653095751e-07,-8.4682118901748676e-19,0,-1.6450025363830406e-07,-8.4682118901748676e-19,-3.1727194551714501e-11,0,0,0
-1.3307904162505323e-07,-1.4013101321138331e-18,0,-1.6469119916411976e-07,-1.4013101321138331e-18,-5.8287745159818206e-11,0,0,0
-1.3166881961562041e-07,-1.9659634705772311e-18,0,-1.6294270627650141e-07,-1.9659634705772311e-18,-8.5273478843240309e-11,0,0,0
-9.0178353649893836e-08,1.9506215863200876e-17,0,-1.1147332341148403e-07,1.9506215863200876e-17,9.6466523735257023e-10,0,0,0
-8.952480270093444e-08,-1.7354011023346105e-17,0,-1.1066348958877456e-07,-1.7354011023346105e-17,-8.3897810720993581e-10,0,0,0
-8.9650674458095768e-08,-5.1065498807593632e-19,0,-1.1081962249492933e-07,-5.1065498807593632e-19,-1.7477033130364644e-11,0,0,0
-8.9831548859321418e-08,-1.1301537098740502e-18,0,-1.110438835398209e-07,-1.1301537098740502e-18,-4.7102082383375981e-11,0,0,0
-9.0848184885099865e-08,-1.7604521017496565e-18,0,-1.1230417239751058e-07,-1.7604521017496565e-18,-7.7228646791275114e-11,0,0,0
-1.5344360921158308e-07,2.2978733309588287e-17,0,-1.8994703079246314e-07,2.2978733309588287e-17,1.1252091773123001e-09,0,0,0
-1.4823409781123025e-07,-1.9528238719829488e-17,0,-1.8348674315154534e-07,-1.9528238719829488e-17,-9.4179072269565776e-10,0,0,0
-1.482671752463632e-07,-6.5856811649021851e-20,0,-1.8352774732826281e-07,-6.5856811649021851e-20,1.4359135508712903e-12,0,0,0
-1.4849401182495423e-07,-7.5862388338463274e-19,0,-1.8380905580664757e-07,-7.5862388338463274e-19,-3.168434145431918e-11,0,0,0
-1.4872696848030653e-07,-1.478601888550788e-18,0,-1.8409795334109744e-07,-1.478601888550788e-18,-6.6152125497183348e-11,0,0,0
-1.4889195112802918e-07,2.6758511957592195e-17,0,-1.8430257464274845e-07,2.6758511957592195e-17,1.2978259730794881e-09,0,0,0
-1.4728662349746597e-07,-2.2255578930869928e-17,0,-1.8231185606817303e-07,-2.2255578930869928e-17,-1.0643164325397004e-09,0,0,0
-1.0144766982209385e-07,7.2082503811340959e-19,0,-1.2544969333556211e-07,7.2082503811340959e-19,3.4898491150110351e-11,0,0,0
-1.0068551487822422e-07,-6.8715547846005115e-20,0,-1.245049145849115e-07,-6.8715547846005115e-20,-2.9269000276270117e-12,0,0,0
-1.0082310999303389e-07,-9.3872426379457835e-19,0,-1.2467561536470949e-07,-9.3872426379457835e-19,-4.4875562665502127e-11,0,0,0
-1.0102640357772221e-07,2.3992419989214871e-17,0,-1.2492772085441416e-07,2.3992419989214871e-17,1.1092161000723829e-09,0,0,0
-1.0218178219864063e-07,-4.0864045749099652e-18,0,-1.2636043674404078e-07,-4.0864045749099652e-18,-3.6019233561601581e-10,0,0,0
-1.7136651535834016e-07,1.2911429094115707e-17,0,-2.1217028812151462e-07,1.2911429094115707e-17,5.2968621191420671e-10,0,0,0
-1.6566139392593191e-07,1.2445243335770621e-17,0,-2.0509685711350174e-07,1.2445243335770621e-17,5.0725328503386398e-10,0,0,0
-1.6569070965570041e-07,1.2058149278875406e-17,0,-2.0513315762948662e-07,1.2058149278875406e-17,4.8842604454739334e-10,0,0,0
-1.6593857729042003e-07,2.5323955782298631e-17,0,-2.054404845984679e-07,2.5323955782298631e-17,1.1670008235232364e-09,0,0,0
-1.6619352568589338e-07,3.5414447524702297e-18,0,-2.0575659080701202e-07,3.5414447524702297e-18,4.8664379092482512e-11,0,0,0
-1.663701567469112e-07,1.3570526606197959e-17,0,-2.0597558819103542e-07,1.3570526606197959e-17,5.5904962292056444e-10,0,0,0
-1.6454144709229252e-07,1.3128904803323248e-17,0,-2.0370781006503801e-07,1.3128904803323248e-17,5.3768199725705106e-10,0,0,0
-1.1411231517920226e-07,1.2711846955918912e-17,0,-1.4115833720212914e-07,1.2711846955918912e-17,5.1740645599623265e-10,0,0,0
-1.132333767354533e-07,2.7784904131427594e-17,0,-1.4006843008519723e-07,2.7784904131427594e-17,1.2773050308783306e-09,0,0,0
-1.1338553932420094e-07,2.7310989197438813e-18,0,-1.4025720775965869e-07,2.7310989197438813e-18,7.218319676356706e-12,0,0,0
