fp,gp,y0p,fc,gc,y0c
2.3344711352264418e-10,-4.3315869028240152e-17,0,2.3344711352264418e-10,-4.3315869028240152e-17,-0.00010539999885238455
2.9993364060836025e-06,-4.1537099250463884e-15,0,2.9993364060836025e-06,-4.1537099250463884e-15,-0.1623598216328577
0,0,0,0,0,0
-4.0642965243656293e-06,7.4005035969218233e-16,0,-4.0642965243656293e-06,7.4005035969218233e-16,0.003767804313214166
-8.9842297841924434e-05,-4.8613158354551584e-15,0,-8.9842297841924434e-05,-4.8613158354551584e-15,0.16216097674419785
0,0,0,0,0,0
-7.7815704507371596e-11,-1.8957971490725625e-17,0,-7.7815704507371596e-11,-1.8957971490725625e-17,0.0074679070924118726
-9.9977884904407788e-07,-4.1465439564093929e-15,0,-9.9977884904407788e-07,-4.1465439564093929e-15,0.16014791016847799
0,0,0,0,0,0
1.3547655081241894e-06,7.0425081127668559e-16,0,1.3547655081241894e-06,7.0425081127668559e-16,-0.010922708594486004
2.9947432613974811e-05,3.7818538377679321e-15,0,2.9947432613974811e-05,3.7818538377679321e-15,-0.15840726000960437
0,0,0,0,0,0
-0.80014724448769159,-1.0990923619454405e-17,0,-0.85880847625320633,-1.0990923619454405e-17,-0.014404695794777008
-1.4333477342743195,-1.5977928118181025e-15,0,-1.3906229281548632,-1.5977928118181025e-15,-0.15500552847795437
-2.5844274616275991e-13,0,0,1.5815912169279946e-05,0,0
2.5350560191172001e-11,9.691983064452243e-16,0,-3.0759304739191992e-05,9.691983064452243e-16,0.017407065080889732
0,4.1553618115781306e-15,0,0,4.1553618115781306e-15,0.15150048499946231
2.3344711352391473e-10,0,0,2.3344711352391473e-10,0,0
2.9993358731487951e-06,1.292722517519956e-16,0,2.9993358731487951e-06,1.292722517519956e-16,0.020590622473377031
0,-1.1957587660017143e-16,0,0,-1.1957587660017143e-16,0.14770007113994493
-4.0642965243795071e-06,0,0,-4.0642965243795071e-06,0,0
-8.9842297841924434e-05,8.286403258670551e-16,0,-8.9842297841924434e-05,8.286403258670551e-16,-0.02300804064956545
0,2.610501778265865e-15,0,0,2.610501778265865e-15,-0.14277663843347602
-7.7815704507371596e-11,0,0,-7.7815704507371596e-11,0,0
