fp,gp,y0p,fc,gc,y0c
2.3344711352264418e-10,-4.3315869028240152e-17,0,2.3344711352264418e-10,-4.3315869028240152e-17,-0.00010495840217364846
2.9993364060836025e-06,-4.1537099250463884e-15,0,2.9993364060836025e-06,-4.1537099250463884e-15,-0.17943563133671067
0,0,0,0,0,0
-4.0642965243656293e-06,7.4005035969218233e-16,0,-4.0642965243656293e-06,7.4005035969218233e-16,0.0041499961940598754
-8.9842297841924434e-05,-4.8613158354551584e-15,0,-8.9842297841924434e-05,-4.8613158354551584e-15,0.17916108485611962
0,0,0,0,0,0
-7.7815704507371596e-11,-1.8957971490725625e-17,0,-7.7815704507371596e-11,-1.8957971490725625e-17,0.0082393547564510363
-9.9977884904407788e-07,-4.1465439564093929e-15,0,-9.9977884904407788e-07,-4.1465439564093929e-15,0.17673366559948556
0,0,0,0,0,0
1.3547655081241894e-06,7.0425081127668559e-16,0,1.3547655081241894e-06,7.0425081127668559e-16,-0.01203047501344739
2.9947432613974811e-05,3.7818538377679321e-15,0,2.9947432613974811e-05,3.7818538377679321e-15,-0.17460752581504108
0,0,0,0,0,0
-0.80014724448769159,-1.0990923619454405e-17,0,-0.85877946527437343,-1.0990923619454405e-17,-0.015854684423743312
-1.4333477342743195,-1.5977928118181025e-15,0,-1.4285834175651113,-1.5977928118181025e-15,-0.17052269318556987
-2.5844274616275991e-13,0,0,7.9168144981793049e-05,0,0
2.5350560191172001e-11,9.691983064452243e-16,0,-0.00015341125725386448,9.691983064452243e-16,0.019099189439824315
0,4.1553618115781306e-15,0,0,4.1553618115781306e-15,0.16629685031420499
2.3344711352391473e-10,0,0,2.3344711352391473e-10,0,0
2.9993358731487951e-06,1.292722517519956e-16,0,2.9993358731487951e-06,1.292722517519956e-16,0.022549686587256968
0,-1.1957587660017143e-16,0,0,-1.1957587660017143e-16,0.16164090455700861
-4.0642965243795071e-06,0,0,-4.0642965243795071e-06,0,0
-8.9842297841924434e-05,8.286403258670551e-16,0,-8.9842297841924434e-05,8.286403258670551e-16,-0.025093736055870737
0,2.610501778265865e-15,0,0,2.610501778265865e-15,-0.1557629164053905
-7.7815704507371596e-11,0,0,-7.7815704507371596e-11,0,0
-9.9977850637547605e-07,2.3226087700836117e-16,0,-9.9977850637547605e-07,2.3226087700836117e-16,-0.028050277832329395
0,1.2127589159057021e-16,0,0,1.2127589159057021e-16,-0.15021852919966006
1.3547655081241894e-06,0,0,1.3547655081241894e-06,0,0
2.99474326139193e-05,5.2898149730467912e-16,0,2.99474326139193e-05,5.2898149730467912e-16,0.029788777765147999
0,2.0574614624350486e-15,0,0,2.0574614624350486e-15,0.14309765237255923
-0.80014724448768071,0,0,-0.85877946527437266,0,0
-1.4333477342743191,2.5470915296901834e-16,0,-1.4285837321626174,2.5470915296901834e-16,0.03225728744090544
-1.8919297683843125e-13,4.1351157796584682e-16,0,5.4688106148028913e-05,4.1351157796584682e-16,0.13763811499869905
-9.2754168470070165e-12,0,0,-0.00010779223194800189,0,0
0,1.3611856919038554e-16,0,0,1.3611856919038554e-16,-0.033149439092479277
2.334471200325159e-10,8.4282294085527591e-16,0,2.334471200325159e-10,8.4282294085527591e-16,-0.12963085476523178
2.9993366680060307e-06,0,0,2.9993366680060307e-06,0,0
0,1.8647145200784012e-16,0,0,1.8647145200784012e-16,-0.035096099965455943
-4.0642965240880735e-06,3.857985195758748e-16,0,-4.0642965240880735e-06,3.857985195758748e-16,-0.12381870585988415
-8.9842297867570586e-05,0,0,-8.9842297867570586e-05,0,0
0,-1.1508003534982222e-16,0,0,-1.1508003534982222e-16,0.035124414760041515
-7.7815704508642145e-11,5.2539910808237576e-17,0,-7.7815704508642145e-11,5.2539910808237576e-17,0.11523155487622544
-9.9977856956624811e-07,0,0,-9.9977856956624811e-07,0,0
0,8.5024083809077205e-17,0,0,8.5024083809077205e-17,0.036619038818424814
1.3547655081259241e-06,1.4184113185107291e-16,0,1.3547655081259241e-06,1.4184113185107291e-16,0.10993293323790421
2.9947432613974811e-05,0,0,2.9947432613974811e-05,0,0
0,-1.4557802108808753e-16,0,0,-1.4557802108808753e-16,-0.035811500019200138
-7.7815704508536266e-11,2.2064251795013775e-17,0,-7.7815704508536266e-11,2.2064251795013775e-17,-0.10102732968764545
-9.9977886671570593e-07,0,0,-9.9977886671570593e-07,0,0
0,1.5746803486845757e-17,0,0,1.5746803486845757e-17,-0.036865638034944102
1.3547655081241894e-06,-7.6935265594107012e-17,0,1.3547655081241894e-06,-7.6935265594107012e-17,-0.095710215045328381
2.9947432613863789e-05,0,0,2.9947432613863789e-05,0,0
0,-4.0166650529791718e-17,0,0,-4.0166650529791718e-17,0.035257541292076901
-0.80014724448769159,4.5240896047966133e-16,0,-0.85877946506186265,4.5240896047966133e-16,0.086705483911222819
-1.4333477342743195,0,0,-1.428583589004381,0,0
-7.5956031019837618e-14,-1.802645398591523e-17,0,3.3104267429855238e-05,-1.802645398591523e-17,0.035971307044305886
4.0060317557775313e-12,2.0579302692807622e-17,0,-6.4266411894340817e-05,2.0579302692807622e-17,0.082153437647750058
0,0,0,0,0,0
7.7815712201501251e-11,8.1547973271938147e-17,0,7.7815712201501251e-11,8.1547973271938147e-17,-0.033629920843061288
9.997782977107933e-07,3.2284908924614744e-16,0,9.997782977107933e-07,3.2284908924614744e-16,-0.073231760776933288
0,0,0,0,0,0
-1.3547655077460197e-06,4.5412565474457644e-19,0,-1.3547655077460197e-06,4.5412565474457644e-19,-0.034033068248664082
-2.9947432617416503e-05,2.1090987498774202e-16,0,-2.9947432617416503e-05,2.1090987498774202e-16,-0.068841429084077602
0,0,0,0,0,0
-0.80014724448769159,3.6251743929147579e-17,0,-0.85877946506186253,3.6251743929147579e-17,0.031021673243989998
-1.4333477342743195,-3.597035827876996e-16,0,-1.4285834141523588,-3.597035827876996e-16,0.060150647386017893
-1.5389961075366792e-12,0,0,-8.7116981612994377e-05,0,0
2.0308562455310837e-11,4.321532800379615e-17,0,0.00015159867792415935,4.321532800379615e-17,0.03122295466468623
0,1.6461637605456086e-17,0,0,1.6461637605456086e-17,0.05664470841316939
-7.7815704508324508e-11,0,0,-7.7815704508324508e-11,0,0
-9.997793952894185e-07,-1.1281260470410131e-16,0,-9.997793952894185e-07,-1.1281260470410131e-16,-0.027627432076241229
0,-1.8260657013565395e-16,0,0,-1.8260657013565395e-16,-0.048303042288802688
1.3547655081241894e-06,0,0,1.3547655081241894e-06,0,0
2.99474326139193e-05,5.3216471577980901e-17,0,2.99474326139193e-05,5.3216471577980901e-17,-0.027657818287307821
0,-1.4745069561315036e-16,0,0,-1.4745069561315036e-16,-0.045026843436994229
-7.7815704507371596e-11,0,0,-7.7815704507371596e-11,0,0
-9.997787873295555e-07,-1.9675442866543104e-16,0,-9.997787873295555e-07,-1.9675442866543104e-16,0.023552367269006072
0,3.4788666641912372e-16,0,0,3.4788666641912372e-16,0.037125361700384399
1.3547655081241894e-06,0,0,1.3547655081241894e-06,0,0
2.99474326139193e-05,4.3945560585494403e-17,0,2.99474326139193e-05,4.3945560585494403e-17,0.023516211678659037
0,-2.2364547064801415e-17,0,0,-2.2364547064801415e-17,0.034759005178143391
-0.80014724448769159,0,0,-0.85877946527437798,0,0
-1.4333477342743195,-2.4350933549492897e-16,0,-1.4285836614399958,-2.4350933549492897e-16,-0.018991399782838366
1.6808803200430295e-12,2.8238620164717247e-16,0,0.00010075203262435398,2.8238620164717247e-16,-0.027365952769681196
-4.6495275518768222e-11,0,0,-0.00019693709968252577,0,0
0,4.173867024161548e-17,0,0,4.173867024161548e-17,-0.018911164057760735
-0.80014724448769159,1.3516194643529697e-17,0,-0.85877946527437476,1.3516194643529697e-17,-0.025220048801989841
-1.4333477342743195,0,0,-1.428583662996294,0,0
5.8090436273810864e-12,-2.9352075632395388e-16,0,-0.00010984410221853417,-2.9352075632395388e-16,0.014040903910699955
-6.419272654405774e-11,2.1344513405777076e-16,0,0.00019276174825000602,2.1344513405777076e-16,0.018382885857504055
0,0,0,0,0,0
