fp,gp,y0p,fc,gc,y0c
2.3348463191064789e-18,-1.8156709100343016e-18,0,2.3348463191064789e-18,-1.8156709100343016e-18,-1.6955560782350911e-12
2.9989899452687041e-14,2.6102182007621305e-19,0,2.9989899452687041e-14,2.6102182007621305e-19,2.2542919165479217e-13
0,0,0,0,0,0
-4.0634162701280729e-14,-2.7478189871051281e-17,0,-4.0634162701280729e-14,-2.7478189871051281e-17,-2.3274177692517627e-11
-8.9828144922421416e-13,-1.9945479457167132e-17,0,-8.9828144922421416e-13,-1.9945479457167132e-17,-1.9558246087643499e-11
0,0,0,0,0,0
-7.7842327852670201e-19,-1.6300304369996633e-18,0,-7.7842327852670201e-19,-1.6300304369996633e-18,-1.5381557434116522e-12
-9.9972113920543393e-15,2.6101729044672907e-19,0,-9.9972113920543393e-15,2.6101729044672907e-19,2.2534300776787064e-13
0,0,0,0,0,0
1.3548190347378863e-14,-2.6520067851574817e-17,0,1.3548190347378863e-14,-2.6520067851574817e-17,-2.250905435388278e-11
2.9948266089263598e-13,-1.6815170003281192e-17,0,2.9948266089263598e-13,-1.6815170003281192e-17,-1.6912237587433235e-11
0,0,0,0,0,0
-1.2769220714421091e-08,-1.4511407774906544e-18,0,-1.2769220725009655e-08,-1.4511407774906544e-18,-1.3861537030502518e-12
-1.4144844703901431,2.6104435306465027e-19,0,-1.4144844706911739,2.6104435306465027e-19,2.2532540645203953e-13
1.4961208474765552e-15,0,0,1.6398797659919833e-15,0,0
2.543075794879338e-16,-2.5511160438906537e-17,0,3.2045157888240623e-16,-2.5511160438906537e-17,-2.1701810418288658e-11
0,-1.3818059375950257e-17,0,0,-1.3818059375950257e-17,-1.4372520093780126e-11
2.335269835580106e-18,0,0,2.335269835580106e-18,0,0
3.0000307793542902e-14,-1.2793100439550526e-18,0,3.0000307793542902e-14,-1.2793100439550526e-18,-1.2398127937946467e-12
0,2.6107375674844101e-19,0,0,2.6107375674844101e-19,2.2524353344324087e-13
-4.0641101595184637e-14,0,0,-4.0641101595184637e-14,0,0
-8.986145161316017e-13,-2.4456211916897733e-17,0,-8.986145161316017e-13,-2.4456211916897733e-17,-2.0856221143837583e-11
0,-1.0960667787952439e-17,0,0,-1.0960667787952439e-17,-1.1944447985057558e-11
-7.7863503676351559e-19,0,0,-7.7863503676351559e-19,0,0
-9.9989461155303161e-15,-1.1148159006193751e-18,0,-9.9989461155303161e-15,-1.1148159006193751e-18,-1.0993689863563459e-12
0,2.6110465384556832e-19,0,0,2.6110465384556832e-19,2.2582171668725192e-13
1.354472090042691e-14,0,0,1.354472090042691e-14,0,0
2.9948266089263598e-13,-2.3360219318263505e-17,0,2.9948266089263598e-13,-2.3360219318263505e-17,-1.9976423020207045e-11
