fp,gp,y0p,fc,gc,y0c,fw,gw,y0w
-0.085280787822047788,0.068335443304611762,0,0.2536217075549958,0.068335443304611762,-0.22148928524590172,-0.021914510765161356,-0.0013100962128449159,0.20171783221993972
0.0022797066897660202,-0.15975722597121036,0,0.00062237427340610437,-0.15975722597121036,0.079507849806216696,0,0.025369904071388831,0.16915709523345951
-0.0002665911926241838,0.068190591224233502,0,-0.00013606896678882639,0.068190591224233502,0.17925984481526053,0,-0.0013100962128449159,0.031724051398397318
0.010259709597512689,-0.15979560022317682,0,0.0011320134269669577,-0.15979560022317682,0.10349104391606613,0,0.025369904071388831,0.13247128428503441
0.0012493867072586968,0.068310200292887993,0,0.00038733791045457411,0.068310200292887993,-0.0081446308031196766,0,-0.0013100962128449159,0.14523251209193214
0.0019316478539937142,-0.15970452298440826,0,0.00028915862102861902,-0.15970452298440826,0.12408869013939181,0,0.025369904071388831,0.17160482073334479
-0.00016924878886688649,0.068379101273188497,0,-0.00082310139063393602,0.068379101273188497,-0.078223191812831827,0,-0.0013100962128449159,0.19915744584532818
-0.085718582480893202,-0.15969023621070652,0,0.25346834396052981,-0.15969023621070652,0.11028323750139908,-0.022027010379778153,0.025369904071388831,0.18224129684871476
-0.0064423794574054605,0.068831607104691411,0,-0.0011346489040421782,0.068831607104691411,0.015502499627160209,0,-0.0013201385218517445,0.13508816907301344
0.0065814712483434502,-0.15970348064791443,0,0.00023962607409021459,-0.15970348064791443,0.12079284126428666,0,0.025369904071388831,0.16911109057080528
-0.0024918004024845528,0.10759755500226917,0,-0.00064332871789570195,0.10759755500226917,-0.0013845933947986677,0,-0.0020678244836044297,0.072752673647669047
-0.0027259504866081388,-0.15978101530950936,0,-0.00043534056998514739,-0.15978101530950936,0.093620401858781385,0,0.025369904071388831,0.14973602555147558
-0.0021365673776310014,0.080525280949316505,0,-0.00024542378593340759,0.080525280949316505,0.074782315756527495,0,-0.0015470006121994153,0.043653884035928098
-0.00046984449340663567,-0.15972193687915107,0,0.00024216479919746375,-0.15972193687915107,0.13495635340473131,0,0.025369904071388831,0.15220544925939272
-0.085220833301959509,0.071401482234870625,0,0.25375909860898638,0.071401482234870625,-0.072498188008474074,-0.021899104317713459,-0.0013698886587966798,0.15229672069188979
-0.013480689418172232,-0.15970438859461619,0,-0.0023202564746160389,-0.15970438859461619,0.11673561496103944,0,0.025369904071388831,0.17389271544742452
0.0041290622439036691,0.068309583398046034,0,0.00019088147196199938,0.068309583398046034,0.0084067822148093056,0,-0.0013100962128449159,0.11523013176460636
-0.0084424835812235647,-0.15970680016561736,0,-0.0012199461485439562,-0.15970680016561736,0.13168521128343569,0,0.025369904071388831,0.16541919938827249
0.0035879581599196635,0.068118973694009197,0,0.00022824244623398686,0.068118973694009197,0.0032536993932464208,0,-0.0013100962128449159,0.03969314135780979
-0.0049974969051048449,-0.15987511241394217,0,-0.00080887054983327326,-0.15987511241394217,0.059450751994740939,0,0.025369904071388831,0.12139988094182061
-0.0048029609625199832,0.068006427061948191,0,-0.00059724494168952175,0.068006427061948191,0.0024232959389136506,0,-0.0013100962128449159,0.011310264811837598
-0.069818883382843644,-0.15997178649243285,0,0.40469733315200807,-0.15997178649243285,0.00098264094818433369,-0.025369904071388831,0.025369904071388831,0.10224733649719735
-1.7551157283949108,0.068029946792199661,0,1.3946839433188389,0.068029946792199661,-0.0058797671592669375,0,-0.0013100962128449159,-0.0099650220891672851
1.0860027733674467,-0.15998525825592,0,-1.3165754956353513,-0.15998525825592,0.0064874371331981838,0.27906894478527716,0.025369904071388831,0.094671755288110157
-0.035595935359929276,0.068379944374573523,0,0.36548427053457233,0.068379944374573523,0.12143752583376745,-0.025369904071388831,-0.0013100962128449159,-0.096267044228011647
-1.6224289627104864,-0.15981801875559157,0,0.95206098785935533,-0.15981801875559157,0.16266916758601854,0,0.025369904071388831,0.096850909552798625
0.88854772366427448,0.068792452583707989,0,-0.98215352053582494,0.068792452583707989,0.039659657665152455,0.22832913664249949,-0.0013201385218517445,0.030556035771006726
-0.044388838773048001,-0.1605288252296396,0,0.3835435355646124,-0.1605288252296396,-0.64268573008270935,-0.025369904071388831,0.025369904071388831,-0.035694768502346375
-1.713616620930152,0.071138467137788555,0,1.2284642668013712,0.071138467137788555,-0.30034831826480918,0,-0.0013698886587966798,0.12736528988971763
0.98727524851586057,-0.1616538741338642,0,-1.1628448071264161,-0.1616538741338642,-1.4721226279898585,0.25369904071388832,0.025369904071388831,-0.27416743132437293
-0.053345018609616823,0.080101656225849652,0,0.40422267653152116,0.080101656225849652,0.27720474353454261,-0.025369904071388831,-0.0015470006121994153,-0.03686548918420135
-1.8061043860724941,-0.16321661882206981,0,1.5220180679346982,-0.16321661882206981,-1.0193138250620282,0,0.025369904071388831,-0.77769976191935841
1.0860027733674467,0.1077853655913224,0,-1.3603944447260705,0.1077853655913224,0.17654079587092755,0.27906894478527716,-0.0020678244836044297,-0.10423827799040358
-0.096930133780951722,-0.16329606168435348,0,0.51622531670990657,-0.16329606168435348,-1.0695760270509955,-0.025369904071388831,0.025369904071388831,-0.93643303686630097
-2.1952420714011445,0.10733172466144703,0,2.3686387899919028,0.10733172466144703,-0.32076539341341354,0,-0.0020678244836044293,0.18864679516312224
1.4809128727737908,-0.16368425003463863,0,-2.121729232098156,-0.16368425003463863,-1.7450141535059673,0.38054856107083246,0.025369904071388831,-0.72649328655567391
-0.047437310296236546,0.080253978903548753,0,0.36835720284401757,0.080253978903548753,0.6137640742864825,-0.025369904071388831,-0.0015470006121994153,-0.15743220092042184
-1.5894061272328803,-0.16454855360352091,0,0.88515048355111259,-0.16454855360352091,-1.1048742873440447,0,0.025369904071388831,-1.0890710384816633
0.88854772366427448,0.070579257912212132,0,-0.96410151606019201,0.070579257912212132,-0.35273110821076853,0.22832913664249949,-0.0013698886587966798,0.19160479764336136
-0.049493599968931379,-0.16357342676844625,0,0.33342090386429929,-0.16357342676844625,-1.8223102637432094,-0.025369904071388831,0.025369904071388831,-0.68310540784094531
-1.3735868714589023,0.069846902522416571,0,0.34523659217713232,0.069846902522416571,0.051562035890961928,0,-0.0013201385218517445,-0.10244827824941638
0.69109267396110241,-0.16068693687722577,0,-0.61758044185249861,-0.16068693687722577,-0.8408092022942355,0.17758932849972181,0.025369904071388831,-0.14747651202910952
-0.033652545671396028,0.068131311749333248,0,0.28412009076615935,0.068131311749333248,0.066791537578492211,-0.025369904071388831,-0.0013100962128449159,-0.0027421439362640214
-1.1376017826107108,-0.16120084921452524,0,-0.10864255921137939,-0.16120084921452524,-1.1560421177575839,0,0.025369904071388831,-0.18648013969057142
0.39491009940634419,0.067795681133098265,0,-0.26059522805641161,0.067795681133098265,0.044104138743894544,0.10147961628555532,-0.0013100962128449159,0.062618831409870679
-0.69295544974055601,-0.16095895147319086,0,-0.11665852029337909,-0.16095895147319086,-0.97526986224673173,0,0.025369904071388831,-0.090311541893909497
-0.69077840610145247,0.06821975690704786,0,-0.10970168850781892,0.06821975690704786,0.041562327039203199,0,-0.0013100962128449159,-0.030253522195581861
-0.68055879775515549,-0.1600820165586738,0,-0.098350315659766485,-0.1600820165586738,-0.087788340094857392,0,0.025369904071388831,0.060683703792158275
-0.68291684077592307,0.068145489938299733,0,-0.11920718339111325,0.068145489938299733,0.0084543223116684448,0,-0.0013100962128449159,0.046703862841439944
-0.69183455418001305,-0.16003710588576994,0,-0.1301602282820139,-0.16003710588576994,-0.080614968163529727,0,0.025369904071388831,0.09038092150213102
-0.68140691645990226,0.068211165875771182,0,-0.10937378764928796,0.068211165875771182,0.00054059187681864502,0,-0.0013100962128449159,0.092327667680201203
-0.65324985237609101,-0.15985385868782057,0,-0.083798662008077951,-0.15985385868782057,0.053600512602101767,0,0.025369904071388831,0.13257011852388195
-0.6240288728397686,0.068244877709799964,0,-0.070535691720821414,0.068244877709799964,0.057757531396474007,0,-0.0013100962128449159,0.07462915795668694
-0.62780833197349928,-0.15971771290139183,0,-0.069433528342828899,-0.15971771290139183,0.13385978194014214,0,0.025369904071388831,0.15682417753953243
-0.65426688816193868,0.071337821971184753,0,-0.074548767692368179,0.071337821971184753,0.022149242075858454,0,-0.0013698886587966798,0.080417586300232671
-0.66315880960958007,-0.15978807019441685,0,-0.071967856524488338,-0.15978807019441685,0.10302915038750383,0,0.025369904071388831,0.14270349324412276
-0.67309877562604881,0.10756330283928753,0,-0.072712280680832797,0.10756330283928753,0.0043393674070690766,0,-0.0020678244836044297,0.067792030533115638
-0.6719704424546078,-0.1599203023119328,0,-0.074677382804466674,-0.1599203023119328,-0.0096126026802476772,0,0.025369904071388831,0.12442937366156169
-0.67364659631243284,0.080474969833293428,0,-0.075692096734273462,0.080474969833293428,0.01204480959415832,0,-0.0015470006121994153,0.032465452480324029
-0.67339881152062586,-0.15980451500962814,0,-0.076293633843730779,-0.15980451500962814,0.10949278647183225,0,0.025369904071388831,0.13306146188725995
-0.66169415260963205,0.071265688345696424,0,-0.066237459803435983,0.071265688345696424,0.049123257545025084,0,-0.0013698886587966798,0.01417439691774513
-0.085658281438873662,-0.15973539954877622,0,0.25345516616889546,-0.15973539954877622,0.14559165691681034,-0.022011514886968616,0.025369904071388831,0.14503489159951874
0.0012296163196544472,0.068668168170813115,0,0.00098781886543498204,0.068668168170813115,0.018646646726683262,0,-0.0013201385218517445,0.025730651442230433
-0.00096752149271612359,-0.15973568463320789,0,-0.0025738278277058057,-0.15973568463320789,0.14026101908896171,0,0.025369904071388831,0.14726654347142354
9.0652582427780537e-05,0.0681889298945937,0,-0.0015382127277104249,0.0681889298945937,0.026492627536178766,0,-0.0013100962128449159,0.056205948702062393
0.0018364447572055318,-0.15972690770284312,0,0.0010395636055479688,-0.15972690770284312,0.13389455255714042,0,0.025369904071388831,0.15313079081758291
0.00069116497246784754,0.068218234846115625,0,-0.0010278755970192877,0.068218234846115625,0.03429246470121327,0,-0.0013100962128449159,0.077787235965945431
0.0021964968786861187,-0.1597213545310239,0,0.00088391875891295204,-0.1597213545310239,0.1316253037658679,0,0.025369904071388831,0.15741730096467732
-0.012271356117485421,0.068170556415064767,0,0.33414059913619915,0.068170556415064767,0.010416927737066928,-0.025369904071388831,-0.0013100962128449159,0.064579514205109712
-1.4615505330585172,-0.15979816307177833,0,0.46090280753871049,-0.15979816307177833,0.10249548338994764,0,0.025369904071388831,0.13888768806986818
0.69109267396110241,0.068156163413093038,0,-0.65915145188688451,0.068156163413093038,0.0043377627878537642,0.17758932849972181,-0.0013100962128449159,0.049765415291949611
