fp,gp,y0p,fc,gc,y0c
-0.8637995123472173,0.11698954077788978,0,9.7815559297968129,0.11698954077788978,1.8410305624279748
-0.0041805195741232279,0.079819138168845782,0,-0.098150291622884495,0.079819138168845782,4.813829396855545
0.033583804041585279,0.1178354117883412,0,0.029994043710264956,0.1178354117883412,0.88853423760740702
0.27290255160800858,0.079901868927854891,0,-0.11645157294156816,0.079901868927854891,4.5462309795769107
0.010943476160004659,0.11709850545450726,0,-0.061812104471506951,0.11709850545450726,1.6401130610727406
0.072838069585736395,0.079805338386249591,0,-0.045406551337420872,0.079805338386249591,4.8429475707461425
-0.065204582636817776,0.11705848629795995,0,0.066199367602892814,0.11705848629795995,2.3253296976486602
-0.86823388522857448,0.079794864133346688,0,9.7787749260912289,0.079794864133346688,4.9588476048024122
-0.1308571111625807,0.1181453953477259,0,0.092123313184919925,0.1181453953477259,1.5350678192977194
0.20044194347762975,0.07982915481880315,0,-0.027637655653873966,0.07982915481880315,4.8242187374825951
-0.0083258579490457767,0.18562130557219342,0,0.034122013141430992,0.18562130557219342,1.0467008938354196
-0.095084946241985963,0.079869392419067098,0,0.0018649247743923736,0.079869392419067098,4.7453254209080811
-0.052158036015307517,0.13883792528369249,0,-0.01346298661074441,0.13883792528369249,0.47008329492737205
0.0015121251289716227,0.079868786878137144,0,-0.041111004189086704,0.079868786878137144,4.6326021696411015
-0.8631922397534959,0.12255425102236825,0,9.8437546678511936,0.12255425102236825,1.681286241263191
-0.32133869496275508,0.079814053715673516,0,0.17579263956196645,0.079814053715673516,4.8638050586295254
0.10755670078336951,0.11713564372152266,0,-0.020845997744995626,0.11713564372152266,1.1516170350281654
-0.20626821935273557,0.079810731327755402,0,0.092952760178528132,0.079810731327755402,4.7410435940504092
0.082749138745499967,0.11766066784588644,0,-0.028180174368009792,0.11766066784588644,0.61297897765890275
-0.0983394239670973,0.079862606938154612,0,0.046574747355361892,0.079862606938154612,4.2340884285402751
-0.1547887938128259,0.11763105053079945,0,0.019046693898014444,0.11763105053079945,-0.081503567262187326
-0.91516813071847203,0.079814922451279302,0,6.4377067225361602,0.079814922451279302,3.6913786953247603
-6.49603428575693,0.11740313341712469,0,8.3807794287210307,0.11740313341712469,-0.91214995751567074
11,0.079754238900433871,0,2.6833501864890565,0.079754238900433871,3.0973737271093937
-0.55193898859036139,0.11787943094264888,0,7.1356489988467962,0.11787943094264888,-0.91899387545423172
-6.5045473498333148,0.07978080752758665,0,8.3510359962049172,0.07978080752758665,3.344510440909485
9,0.11879237121557866,0,-0.52302693758132612,0.11879237121557866,0.57333836750068956
