fp,gp,y0p,fc,gc,y0c
-4,-6.9985600648081459e-08,0,-3.9418181482436419,-6.9985600648081459e-08,-0.00076516411559978575
-0.1257547455741907,-4.7615283410573639e-08,0,-0.12386177793349745,-4.7615283410573639e-08,-0.00076506568082235552
2.3858736477369993,-4.6827554278650041e-08,0,2.350766929566217,-4.6827554278650041e-08,-0.00076790711201657719
-4,-4.5947354809783292e-08,0,-3.9926850625931727,-4.5947354809783292e-08,-0.00078722851300052406
-0.00027459160937268092,-4.4921205200054715e-08,0,-0.0002719021747539313,-4.4921205200054715e-08,-0.00081262102145404462
0.30889987719328599,-4.3779023073398093e-08,0,0.30752874562402982,-4.3779023073398093e-08,-0.0008360275525638066
-1.0078201294339006e-15,-4.2564436197878308e-08,0,-1.0078201294339006e-15,-4.2564436197878308e-08,-0.00085709673150275649
-4,-4.1317926635642266e-08,0,-3.992763244712815,-4.1317926635642266e-08,-0.00087606914509640488
-0.00027549203839308701,-4.0071483686787701e-08,0,-0.00027280051696589177,-4.0071483686787701e-08,-0.00089328908620144357
0.30923900540252636,-3.8849826466957893e-08,0,0.30787291376408954,-3.8849826466957893e-08,-0.00090922164385263764
-2.1054121987496011e-15,-3.7672204133976095e-08,0,-2.1054121987496011e-15,-3.7672204133976095e-08,-0.00092446882909518434
-4,-3.655395786061888e-08,0,-3.9929147718016251,-3.655395786061888e-08,-0.00093976766085713268
-0.00027730080179490599,-3.5507247475585757e-08,0,-0.00027460494229925383,-3.5507247475585757e-08,-0.00095593606799320688
0.30991800101729716,-3.4540685422967954e-08,0,0.30856169529238742,-3.4540685422967954e-08,-0.00097375060136492813
5.1727285649283417e-15,-3.3658283549176105e-08,0,5.1727285649283417e-15,-3.3658283549176105e-08,-0.00099377612850961162
-4,-3.2858516740841281e-08,0,-3.9931300707817026,-3.2858516740841281e-08,-0.0010161955464876448
-0.00028003381464704552,-3.2134811922546191e-08,0,-0.0002773310280590487,-3.2134811922546191e-08,-0.0010407753264461478
0.31093834599210263,-3.1477583428696221e-08,0,0.3095959843890243,-3.1477583428696221e-08,-0.001067010104292864
6.5722167291726308e-15,-3.0875891288140167e-08,0,6.5722167291726308e-15,-3.0875891288140167e-08,-0.0010942464974943319
-4,-3.0318249633065619e-08,0,-3.9933940532563059,-3.0318249633065619e-08,-0.0011217288553013838
-0.00028371522130167965,-2.979335939068406e-08,0,-0.00028100234614069242,-2.979335939068406e-08,-0.0011486514261307263
0.31230227220476198,-2.9291031322653538e-08,0,0.31097706429499367,-2.9291031322653538e-08,-0.0011742439545312877
8.2941466195141089e-16,-2.8803143731215286e-08,0,8.2941466195141089e-16,-2.8803143731215286e-08,-0.0011978881051214244
-4,-2.8324337209006956e-08,0,-3.9936858289507069,-2.8324337209006956e-08,-0.0012192234624860618
-0.00028837772240935378,-2.7852164408148639e-08,0,-0.00028565073215736298,-2.7852164408148639e-08,-0.0012381614162123612
0.31401277221548701,-2.7386687612152016e-08,0,0.3127065764067577,-2.7386687612152016e-08,-0.0012548301387894977
2.0011770018868447e-14,-2.6929724838975488e-08,0,2.0011770018868447e-14,-2.6929724838975488e-08,-0.0012694986617248129
-4,-2.6483966714119234e-08,0,-3.9939781188512615,-2.6483966714119234e-08,-0.0012824935581862047
-0.0002940630232302354,-2.6052240725826792e-08,0,-0.00029131664161254729,-2.6052240725826792e-08,-0.0012941329913367821
0.31607361368992232,-2.5637112016640984e-08,0,0.31478646350251455,-2.5637112016640984e-08,-0.0013046979961003277
-1.0916614834322047e-14,-2.5240792206338014e-08,0,-1.0916614834322047e-14,-2.5240792206338014e-08,-0.0013144358846621479
-4,-2.4865202230550665e-08,0,-3.9942365537286402,-2.4865202230550665e-08,-0.0013235778473176742
-0.00030082241030325861,-2.4512048751867965e-08,0,-0.0002980496025461621,-2.4512048751867965e-08,-0.0013323547378413002
0.31848935756237373,-2.4182839092334873e-08,0,0.31721889836981232,-2.4182839092334873e-08,-0.0013410022448131212
-2.5110122314764283e-14,-2.3878826221901406e-08,0,-2.5110122314764283e-14,-2.3878826221901406e-08,-0.0013497541024294576
-4,-2.3600913182098004e-08,0,-3.9944194034388882,-2.3600913182098004e-08,-0.0013588271569334761
-0.00030871746395368078,-2.3349551736551177e-08,0,-0.00030590879252372771,-2.3349551736551177e-08,-0.0013684040094935428
0.32126538004268168,-2.3124663017792813e-08,0,0.32000623522107358,-2.3124663017792813e-08,-0.0013786183234167889
2.3434813117839681e-14,-2.2925603401779959e-08,0,2.3434813117839681e-14,-2.2925603401779959e-08,-0.0013895460016918942
-4,-2.2751194900250127e-08,0,-3.9944775751956887,-2.2751194900250127e-08,-0.0014012031423952702
